POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,RESALE,LONGITUDE,LATITUDE,IN_CITY,CITY_2,SQFT_P_ROOM,Lo+Li,Rare_House,City_Type,Area,l*l,BHK_CITY,BHK_IN_CITY,multi
1,0,0,2,1,867.8881389000003,1,2.561220104742243,4.3837872089530645,1866,59,433.94406945000014,6.945007313695308,0,0,1,4.122880626319821,61,1868,1735.7762778000006
0,0,0,2,1,1080.074488,1,3.0708991134807415,4.306930982617215,9258,178,540.037244,7.377830096097956,0,0,2,4.832249032381294,180,9260,2160.148976
1,0,0,2,1,962.9941127,1,3.355735123864461,4.349202132082888,3302,95,481.49705635,7.704937255947349,0,0,1,5.265452282723628,97,3304,1925.9882254
0,0,1,3,1,1709.3333329999994,1,3.423033332511053,4.341496225242729,10276,57,569.7777776666665,7.764529557753782,0,3,4,5.342328748017067,60,10279,5127.999998999998
1,0,0,3,1,1150.012778,1,2.554121718809473,4.353961466405538,7676,24,383.3375926666667,6.908083185215012,0,0,2,4.082746303820259,27,7679,3450.038334
0,0,1,2,1,820.4334365,1,3.424681687307852,4.339230779308912,8023,188,410.21671825,7.763912466616764,0,1,1,5.341630100289984,190,8025,1640.866873
0,1,1,2,1,561.9556054999998,1,2.9426539131995613,4.292488586519191,5967,172,280.9778027499999,7.235142499718753,0,0,0,4.632933864958175,174,5969,1123.9112109999996
1,0,0,2,1,1280.081925,1,3.3549479770278503,4.348197360558529,8302,95,640.0409625,7.703145337586379,0,0,3,5.263215769125037,97,8304,2560.16385
0,0,0,3,1,1667.0941269999994,1,3.1059861471832484,4.48242522154891,1083,164,555.6980423333331,7.588411368732157,0,0,4,5.080072645253485,167,1086,5001.282380999998
1,0,0,3,1,1602.3306630000006,1,2.3978952727983707,4.343372471001132,9313,63,534.1102210000003,6.741267743799503,0,1,4,3.79867613596556,66,9316,4806.991989000002
1,0,0,1,1,721.069293,1,2.9192739260462464,4.302384722712679,9688,229,721.069293,7.221658648758925,0,0,0,4.609295035295937,230,9689,721.069293
1,0,0,2,1,1200.120012,1,2.5577987759576057,4.3518999878641225,1382,24,600.0600059999998,6.909698763821727,0,0,2,4.087073972239067,26,1384,2400.240024
0,1,1,2,1,800.0,1,2.956060710783293,4.2902982089731,872,192,400.0,7.246358919756393,0,0,1,4.650072067059023,194,874,1600.0
0,0,0,3,1,1841.922006,1,3.423033332511053,4.341496225242729,10276,57,613.9740019999998,7.764529557753782,0,3,4,5.342328748017067,60,10279,5525.766018
1,1,0,2,1,1068.211068,1,2.300415741652026,4.3344581052547655,6661,85,534.105534,6.634873846906793,0,2,2,3.6109931127290174,87,6663,2136.422136
0,0,0,2,1,1300.052002,1,2.8594537395610238,4.363347256297368,4859,261,650.026001,7.222800995858392,0,1,3,4.584266173972034,263,4861,2600.104004
1,0,0,3,1,1660.401003,1,3.104092206459153,4.292214366119802,9850,294,553.467001,7.396306572578955,0,1,4,4.861882669157355,297,9853,4981.203009
1,0,0,3,1,1626.583014,1,3.044522437723423,4.343805421853683,8457,207,542.194338,7.388327859577108,0,0,4,4.836149937979943,210,8460,4879.749042
0,0,0,2,1,1265.822785,1,2.953868069455292,4.289956986171905,9371,192,632.9113925,7.243825055627197,0,0,3,4.646518998081938,194,9373,2531.64557
1,0,1,3,1,1724.732666,1,2.5544007622993448,4.3522943021268246,3177,24,574.9108886666667,6.906695064426169,0,0,4,4.0816584617268985,27,3180,5174.197998000001
0,0,0,3,1,1640.240569,1,2.5560305490215316,4.350495525588274,9451,24,546.7468563333333,6.906526074609807,0,0,4,4.082746402944395,27,9454,4920.721707000001
1,0,0,3,1,1780.223337,1,2.557551212394397,4.352416254977243,3052,24,593.407779,6.90996746737164,0,0,4,4.087137542046734,27,3055,5340.670011
0,0,0,2,1,1387.303852,1,3.345271231802404,4.348634392933047,7941,88,693.651926,7.693905624735451,0,3,3,5.251183789969306,90,7943,2774.607704
0,0,1,2,1,945.0277949,1,2.737123448587917,4.3024835729898285,2724,96,472.51389745,7.039607021577746,0,1,1,4.332203118763937,98,2726,1890.0555898
1,0,0,3,1,1400.203666,1,3.2761064583224724,4.386156968091,4053,149,466.73455533333333,7.662263426413473,0,2,3,5.204858000159676,152,4056,4200.610998
0,0,0,3,1,1260.225514,1,2.5654939783594175,4.383918556360865,4278,59,420.0751713333333,6.949412534720283,0,0,3,4.130313445723173,62,4281,3780.676542
1,0,1,1,1,707.1302297999997,1,2.9145684751930636,4.3027853557704985,6638,229,707.1302297999997,7.217353830963563,0,0,0,4.602783179138657,230,6639,707.1302297999997
0,0,1,2,1,749.2881762000003,1,2.95290305757857,4.288719572289608,2819,172,374.64408810000015,7.241622629868178,0,0,0,4.6437774067229265,174,2821,1498.5763524000006
0,0,0,2,1,905.0576752,1,3.0006408567240217,4.370812237725695,9125,24,452.5288376,7.371453094449715,0,0,1,4.8027616242512154,26,9127,1810.1153504
1,0,0,3,1,1400.162338,1,2.5585566599502783,4.3844346081772425,5185,59,466.7207793333334,6.942991268127521,0,0,3,4.118927694083782,62,5188,4200.487014
2,1,1,2,1,978.5353535,0,3.206409643916518,4.362064842211598,10274,172,489.26767675,7.568474486128117,0,0,1,5.082467790612553,174,10276,1957.070707
0,0,0,3,1,1659.688995,1,3.3475104177145285,4.3483548497032585,7954,88,553.2296650000001,7.695865267417787,0,3,4,5.253755862989435,91,7957,4979.0669849999995
0,0,0,1,1,600.0,1,2.9444847149626483,4.292086924298123,8195,192,600.0,7.236571639260771,0,0,0,4.63516988090311,193,8196,600.0
0,0,0,2,1,1508.750754,1,2.7368656203069235,4.317359758632506,5696,24,754.375377,7.05422537893943,0,0,3,4.346775361498504,26,5698,3017.501508
0,1,1,2,1,929.5531505,1,2.95603313797495,4.291041107564116,3890,192,464.77657525000006,7.247074245539067,0,0,1,4.65083723820578,194,3892,1859.106301
2,1,1,3,1,1303.333333,0,3.2088254890146994,4.442847354908824,1364,94,434.44444433333337,7.651672843923523,0,2,3,5.179937851646207,97,1367,3909.999999
1,0,0,3,1,1460.230201,1,2.5664297995277363,4.352175953339779,3803,24,486.7434003333333,6.918605752867515,0,0,3,4.101994382944759,27,3806,4380.690603
1,0,0,3,1,1460.0,1,3.1311887869438486,4.450488815369382,6087,244,486.66666666666674,7.58167760231323,0,1,3,5.079844617870085,247,6090,4380.0
0,1,0,1,1,550.1618123,1,3.35177510775345,4.348413114788923,8274,207,550.1618123,7.700188222542372,0,0,0,5.259362562649588,208,8275,550.1618123
0,0,0,3,1,1700.037779,1,3.1227767779900497,4.329426473549982,6620,121,566.6792596666667,7.452203251540032,0,1,4,4.930015765958515,124,6623,5100.113337
0,0,0,2,1,1084.462982,1,3.115340753184367,4.481167875673758,6997,164,542.231491,7.596508628858126,0,0,2,5.092123749360182,166,6999,2168.925964
0,0,0,3,1,1600.0,1,3.339141465198722,4.341550309569736,5235,45,533.3333333333334,7.680691774768458,0,1,4,5.234666807309251,48,5238,4800.0
0,1,0,1,1,374.5318352,1,2.9426539131995613,4.292488586519191,6411,172,374.5318352,7.235142499718753,0,0,0,4.632933864958175,173,6412,374.5318352
0,0,0,1,1,618.0469716,1,3.113604149708385,4.4813978527430525,9229,164,618.0469716,7.595002002451437,0,0,0,5.089886291592793,165,9230,618.0469716
0,0,0,2,1,1060.138782,1,2.478642571350284,4.322157448537797,9766,148,530.069391,6.800800019888081,0,2,2,3.9232701193760633,150,9768,2120.277564
1,0,0,1,1,629.8157454,1,3.1227558612774704,4.329729547180877,914,121,629.8157454,7.452485408458347,0,1,0,4.930331881635096,122,915,629.8157454
0,0,0,3,1,1550.246216,1,3.3532039000568763,4.348566795773575,8344,207,516.7487386666667,7.701770695830451,0,0,3,5.261401747245322,210,8347,4650.7386480000005
1,0,0,3,1,1350.308642,1,3.3521606621004407,4.348416100993183,7465,71,450.1028806666666,7.700576763093624,0,1,3,5.259866343525652,74,7468,4050.925926
1,0,0,2,1,1008.403361,1,3.126428507160723,4.328656461381431,1221,121,504.2016805,7.455084968542153,0,1,1,4.934197845481323,123,1223,2016.806722
0,1,0,2,1,576.6680122,1,2.947374980682259,4.288178595420897,9814,178,288.3340061,7.235553576103157,0,0,0,4.635156296978176,180,9816,1153.3360244
0,0,0,3,1,1743.0167600000002,1,2.5718485799218085,4.385395952143486,209,59,581.0055866666668,6.957244532065293,0,0,4,4.142554353696775,62,212,5229.05028
0,1,1,2,1,1000.0,1,3.345690309489084,4.3485982813670185,7942,88,500.0,7.694288590856103,0,3,1,5.2516849185408665,90,7944,2000.0
0,0,0,3,1,1615.308151,1,3.1062467795560478,4.292960338692785,2448,294,538.4360503333334,7.399207118248833,0,1,4,4.865706389682263,297,2451,4845.924453
0,0,1,3,1,1700.1020059999994,1,3.351544425394643,4.348708886689589,7996,207,566.7006686666665,7.700253312084232,0,0,4,5.2594209902656734,210,7999,5100.306017999998
0,0,0,3,1,1735.074627,1,3.3522905706897497,4.348860842433246,8395,207,578.358209,7.701151413122996,0,0,4,5.260572836176744,210,8398,5205.223881
1,0,0,2,1,1159.725883,1,3.1160011059449357,4.289787982894032,10105,14,579.8629415,7.405789088838969,0,2,2,4.875560603638397,16,10107,2319.451766
1,1,1,2,1,945.0549451,1,2.5549207773931326,4.31589431077385,1067,183,472.52747255,6.870815088166982,0,1,1,4.0484004307444295,185,1069,1890.1098902
0,0,1,3,1,2195.028261,1,2.95290305757857,4.288719572289608,2819,172,731.6760869999998,7.241622629868178,0,0,4,4.6437774067229265,175,2822,6585.084783
1,0,1,2,1,910.8653221,1,2.9182246830869842,4.299856248430115,6633,229,455.43266105,7.2180809315170995,0,0,1,4.605040463991842,231,6635,1821.7306442
1,0,0,1,1,350.05834310000006,1,3.105415258865321,4.29268359601815,9023,294,350.05834310000006,7.398098854883472,0,1,0,4.864243449915156,295,9024,350.05834310000006
0,0,1,4,1,2324.443357,1,3.346333087257917,4.344538970922585,8355,104,581.11083925,7.690872058180503,0,1,4,5.247617196267471,108,8359,9297.773428
1,0,0,1,1,700.1166861,1,2.5862069589517294,4.386103201672117,6846,59,700.1166861,6.972310160623847,0,0,0,4.167641522909983,60,6847,700.1166861
0,0,0,2,1,930.3435115,1,3.3520624580700225,4.348660564602333,965,207,465.17175575,7.7007230226723555,0,0,1,5.260034648857338,209,967,1860.687023
1,0,0,1,1,580.0837899,1,2.926746062759143,4.294538916979303,6422,234,580.0837899,7.221284979738447,0,2,0,4.611867753344587,235,6423,580.0837899
0,0,1,2,1,1028.002948,1,3.206409643916518,4.362064842211598,2676,172,514.001474,7.568474486128117,0,0,1,5.082467790612553,174,2678,2056.005896
0,1,1,2,1,600.0,1,2.942331496826876,4.287990642747287,2676,178,300.0,7.230322139574162,0,0,0,4.627609334886313,180,2678,1200.0
1,0,0,1,1,545.0941526,1,2.9810733039402955,4.287568966378334,5681,214,545.0941526,7.268642270318629,0,1,0,4.6832404288225264,215,5682,545.0941526
0,0,1,3,1,1730.1038059999994,1,3.423033332511053,4.341496225242729,10276,57,576.7012686666665,7.764529557753782,0,3,4,5.342328748017067,60,10279,5190.311417999998
0,1,1,2,1,915.1062931,1,2.922370945668974,4.300563022159686,3148,229,457.55314655,7.22293396782866,0,0,1,4.611903376674945,231,3150,1830.2125862
0,0,0,2,1,1250.0,1,2.558519499388778,4.351463813574044,9359,172,625.0,6.909983312962821,0,0,3,4.087890300906778,174,9361,2500.0
0,0,1,2,1,1230.044491,1,3.34575411963746,4.348310686462467,7946,88,615.0222455,7.694064806099927,0,3,2,5.251420529603205,90,7948,2460.088982
0,0,0,2,1,1070.070614,1,2.9464477497089483,4.291364784625936,8229,192,535.035307,7.237812534334885,0,0,2,4.637250039930543,194,8231,2140.141228
1,0,0,3,1,1229.823213,1,3.125918075927417,4.456115499502203,192,133,409.941071,7.5820335754296195,0,2,2,5.078759714473962,136,195,3689.469639
0,0,0,2,1,686.0841424,1,2.955779692650831,4.291599886483737,2280,178,343.0420712,7.247379579134568,0,0,0,4.651074899387258,180,2282,1372.1682848
0,0,0,3,1,1650.165017,1,2.947013504335879,4.291530538551587,7830,172,550.0550056666667,7.238544042887466,0,0,4,4.6382531018269875,175,7833,4950.495051
1,0,0,2,1,1025.179856,1,3.339141465198722,4.341550309569736,5235,45,512.589928,7.680691774768458,0,1,1,5.234666807309251,47,5237,2050.359712
1,0,0,3,1,1679.929266,1,3.2930477949740102,4.327404120368072,4194,124,559.9764220000002,7.620451915342082,0,3,4,5.157458725915211,127,4197,5039.787798
1,0,0,3,1,1500.120977,1,2.5526397503188525,4.352333126234865,2401,24,500.04032566666666,6.9049728765537175,0,0,3,4.078693324654269,27,2404,4500.362931
1,1,0,1,1,690.1311249,1,2.764220682653276,4.310799125385514,1157,33,690.1311249,7.07501980803879,0,2,0,4.383042706469527,34,1158,690.1311249
0,0,1,3,1,1291.382954,1,3.3574860433944296,4.345423579462667,8448,172,430.46098466666666,7.7029096228570975,0,0,3,5.26314441644737,175,8451,3874.148862
1,0,0,3,1,1500.0,1,3.4226326623822203,4.341465022917759,10276,217,500.0,7.764097685299978,0,2,3,5.341782149315044,220,10279,4500.0
1,0,0,3,1,1505.445227,1,3.0525850851467737,4.288127958229824,6230,278,501.8150756666666,7.340713043376597,0,1,3,4.785502776650684,281,6233,4516.335681
0,0,1,3,1,1750.0683620000002,1,2.9536542822665877,4.2898044321562825,5396,192,583.3561206666667,7.24345871442287,0,0,4,4.646043277194389,195,5399,5250.205086000001
0,1,1,2,1,1323.591698,1,3.206409643916518,4.362064842211598,1596,172,661.795849,7.568474486128117,0,0,3,5.082467790612553,174,1598,2647.183396
0,0,0,2,1,982.9787234,1,3.165139675454256,4.465273963597775,6901,18,491.4893617,7.630413639052031,0,2,1,5.14487609507431,20,6903,1965.9574468
1,0,0,1,1,600.0600059999998,1,2.859339648648436,4.363098624788363,1789,261,600.0600059999998,7.222438273436799,0,1,0,4.583830864961578,262,1790,600.0600059999998
0,0,0,3,1,1473.345834,1,3.2860311317336084,4.4821959782331176,1180,192,491.11527800000005,7.768227109966726,0,0,3,5.3323811238940815,195,1183,4420.037502
1,0,0,3,1,1000.0,1,3.1180517152548224,4.4817065260943165,1080,164,333.3333333333333,7.599758241349139,0,0,1,5.096634112999792,167,1083,3000.0
1,0,0,1,1,1090.074584,1,3.292745797273658,4.328977457520796,7132,124,1090.074584,7.621723254794454,0,3,2,5.158936831812792,125,7133,1090.074584
2,1,1,1,1,447.710762,0,3.206409643916518,4.362064842211598,769,172,447.710762,7.568474486128117,0,0,0,5.082467790612553,173,770,447.710762
0,0,0,3,1,1745.040411,1,2.5557528139777346,4.351021582366702,2258,24,581.6801370000001,6.906774396344438,0,0,4,4.08276728163056,27,2261,5235.121233
0,0,0,2,1,850.1794822999999,1,2.558731837914469,4.350571751255993,6991,24,425.08974115,6.90930358917046,0,0,1,4.0874133227576515,26,6993,1700.3589645999998
0,0,1,3,1,1665.04787,1,2.5457088244684436,4.349667930989011,3188,24,555.0159566666666,6.8953767554574545,0,0,4,4.064369417243245,27,3191,4995.14361
0,0,0,2,1,904.9360146,1,2.562632059214069,4.351541138183826,266,24,452.4680073,6.914173197397895,0,0,1,4.094951985996083,26,268,1809.8720292
0,0,1,3,1,1680.8552760000002,1,2.5736719738239393,4.3515459063390445,10232,24,560.2850920000002,6.925217880162983,0,0,4,4.113662830291008,27,10235,5042.565828000001
0,0,0,2,1,900.0178221000001,1,3.3541791466985265,4.348565503240345,8346,207,450.00891105000005,7.702744649938872,0,0,1,5.262664737359185,209,8348,1800.0356442000002
0,0,0,3,1,1980.057987,1,2.918789888243842,4.30178992589168,1170,229,660.0193290000002,7.220579814135522,0,0,4,4.607944480084305,232,1173,5940.1739609999995
0,1,0,2,1,700.0,1,3.158729138822268,4.470076671028405,3768,83,350.0,7.6288058098506735,0,2,0,5.141347080949826,85,3770,1400.0
0,0,1,3,1,1200.0,1,3.3020125718310047,4.326903713987911,4108,229,400.0,7.6289162858189155,0,0,2,5.1686256085536435,232,4111,3600.0
1,0,0,1,1,734.8530294,1,3.348294547045367,4.343952605826786,334,10,734.8530294,7.692247152872152,0,2,0,5.249454416812563,11,335,734.8530294
0,1,1,3,1,897.9347501,0,2.9507349076232554,4.289225803818339,6702,172,299.31158336666664,7.239960711441594,0,0,1,4.641175055501548,175,6705,2693.8042502999997
1,0,0,2,1,959.173635,1,2.3978952727983707,4.343372471001132,9094,63,479.5868175,6.741267743799503,0,1,1,3.79867613596556,65,9096,1918.34727
2,1,1,2,1,882.4742267999999,0,2.559165509367166,4.384964165901218,3942,59,441.2371134,6.9441296752683845,0,0,1,4.1204685316513245,61,3944,1764.9484535999998
0,0,1,2,1,953.1752651,1,3.206409643916518,4.362064842211598,3890,172,476.58763255,7.568474486128117,0,0,1,5.082467790612553,174,3892,1906.3505302
1,0,0,1,1,650.1324344,1,2.9158613427926228,4.302172587327866,851,229,650.1324344,7.218033930120488,0,0,0,4.604035656380914,230,852,650.1324344
0,0,0,3,1,1782.913743,1,3.3629548006482914,4.345275133506002,4475,275,594.304581,7.708229934154294,0,1,4,5.270036554742157,278,4478,5348.741229
0,1,1,3,1,991.7755201,0,3.1062621798589416,4.293539828865172,3056,294,330.5918400333333,7.399802008724114,0,1,1,4.866384479306825,297,3059,2975.3265603
1,1,0,3,1,1190.126359,1,2.8618476757027027,4.363646945770514,7480,261,396.70878633333336,7.225494621473215,0,1,2,4.58823275597529,264,7483,3570.3790770000005
1,0,0,3,1,980.3206997,1,3.4264973869879793,4.339261033823946,8043,188,326.77356656666666,7.765758420811926,0,1,1,5.343967326083955,191,8046,2940.9620991
1,0,0,2,1,1085.069444,1,3.0071762902829753,4.45220552755932,9096,48,542.534722,7.459381817842297,0,1,2,4.901885092909339,50,9098,2170.138888
0,0,0,3,1,1622.822002,1,3.3645195659362668,4.3424694649254265,9744,95,540.9406673333333,7.706989030861694,0,0,4,5.268653842211071,98,9747,4868.466006000001
0,1,0,3,1,846.0236887,1,2.9476864373037914,4.288155350412667,6368,192,282.0078962333333,7.235841787716456,0,0,1,4.635584287459341,195,6371,2538.0710661
0,0,0,3,1,1637.630662,1,3.355735123864461,4.349202132082888,2850,95,545.8768873333332,7.704937255947349,0,0,4,5.265452282723628,98,2853,4912.8919860000005
1,0,0,1,1,650.1422186000002,1,3.018857756398718,4.317399202917212,823,19,650.1422186000002,7.3362569593159295,0,2,0,4.770201699780309,20,824,650.1422186000002
0,0,0,2,1,955.0269144,1,3.3522905706897497,4.348860842433246,8395,207,477.5134572,7.701151413122996,0,0,1,5.260572836176744,209,8397,1910.0538288
1,0,0,2,1,1100.110011,1,3.12244404030035,4.329117100663926,5694,121,550.0550055,7.451561140964277,0,1,2,4.9292021759841145,123,5696,2200.220022
0,0,0,2,1,925.610172,1,2.947524214928248,4.289084386605024,1667,172,462.805086,7.2366086015332725,0,0,1,4.636352543632484,174,1669,1851.220344
1,0,0,3,1,1500.0,1,3.4250418948805037,4.3395688368107335,8025,188,500.0,7.764610731691238,0,1,3,5.342502663239493,191,8028,4500.0
0,0,0,2,1,1499.842122,1,2.565695233073305,4.351113716030407,4955,24,749.921061,6.9168089491037135,0,0,3,4.099747648575616,26,4957,2999.684244
0,0,1,3,1,1654.043702,1,2.956981725855608,4.28994865318418,5079,192,551.3479006666666,7.24693037903979,0,0,4,4.651029602590474,195,5082,4962.131106
0,0,1,1,1,610.9979632999998,1,2.925931826065303,4.300483660496476,7224,229,610.9979632999998,7.226415486561779,0,0,0,4.617055176943197,230,7225,610.9979632999998
0,1,1,1,1,535.0300051,1,2.947524214928248,4.289084386605024,1667,172,535.0300051,7.2366086015332725,0,0,0,4.636352543632484,173,1668,535.0300051
0,1,1,3,1,2274.795268,1,3.34779660493504,4.345130517552439,8314,104,758.2650893333333,7.692927122487478,0,1,4,5.250231630793252,107,8317,6824.385804
0,0,1,2,1,583.090379,1,3.34661404945176,4.348244748251822,7952,88,291.5451895,7.6948587977035805,0,3,0,5.252458344129709,90,7954,1166.180758
0,1,1,3,1,1086.890888,1,2.953868069455292,4.289956986171905,9371,192,362.29696266666673,7.243825055627197,0,0,2,4.646518998081938,195,9374,3260.6726639999997
1,0,0,2,1,730.0989166,1,3.0518238129301594,4.370498692546197,679,199,365.0494583,7.422322505476357,0,1,0,4.876337516189063,201,681,1460.1978332
1,0,1,2,1,1085.054253,1,3.349724000884586,4.349119820841043,8100,207,542.5271265,7.698843821725628,0,0,2,5.257555073534213,209,8102,2170.108506
1,0,0,2,1,1064.073227,1,3.105322506333043,4.293235119632815,3949,294,532.0366134999998,7.398557625965857,0,1,2,4.86474017524326,296,3951,2128.146454
0,0,1,3,1,1275.239107,1,3.3568320683847768,4.348156280787406,1278,95,425.0797023333334,7.704988349172182,0,0,3,5.265607222378945,98,1281,3825.717321
1,0,0,3,1,1569.037657,1,2.57032350620511,4.351917237132561,3104,24,523.0125523333334,6.922240743337671,0,0,4,4.108348127415687,27,3107,4707.1129710000005
0,1,1,2,1,1057.942708,1,2.5692466493240325,4.351852914784227,9374,24,528.971354,6.92109956410826,0,0,2,4.106463780654113,26,9376,2115.885416
0,0,0,3,1,1715.9199239999994,1,2.562632059214069,4.351541138183826,266,24,571.9733079999997,6.914173197397895,0,0,4,4.094951985996083,27,269,5147.759771999998
0,0,0,2,1,708.072021,1,2.575976336244036,4.348222509286588,5878,24,354.0360105,6.924198845530625,0,0,0,4.114412592934415,26,5880,1416.144042
1,0,0,1,1,464.91969569999986,1,3.138094701299406,4.383922985463592,9466,122,464.91969569999986,7.522017686762997,0,2,0,5.013523735632734,123,9467,464.91969569999986
1,0,0,3,1,1773.2742239999998,1,3.2762468583252184,4.312255219128711,3032,3,591.0914079999999,7.58850207745393,0,2,4,5.117346872305603,6,3035,5319.822671999999
1,1,1,2,1,534.9023803,1,2.554121718809473,4.353961466405538,7676,24,267.45119015,6.908083185215012,0,0,0,4.082746303820259,26,7678,1069.8047606
1,0,0,2,1,848.1314604,1,2.5647493374588697,4.383233406232093,4476,59,424.0657302,6.947982743690963,0,0,1,4.1283955019278045,61,4478,1696.2629208
1,0,0,3,1,2316.155182,1,2.5905544991615406,4.3138902355954185,351,292,772.0517273333335,6.904444734756958,0,2,4,4.10627108966508,295,354,6948.465545999999
1,0,0,2,1,1025.040269,1,2.565687853936645,4.383739217366633,2656,59,512.5201344999998,6.949427071303277,0,0,1,4.130475750004068,61,2658,2050.080538
0,0,0,2,1,932.6776327,1,2.9467154386966996,4.291299594969625,8334,192,466.33881635,7.238015033666325,0,0,1,4.637569448959135,194,8336,1865.3552654
0,0,1,3,1,1700.1020059999994,1,2.945711852929329,4.290695029833554,5898,172,566.7006686666665,7.236406882762883,0,0,4,4.635454536534189,175,5901,5100.306017999998
1,0,1,2,1,1068.376068,1,3.1240483965206383,4.329524662761433,4142,121,534.188034,7.453573059282071,0,1,2,4.9318902328499865,123,4144,2136.752136
1,0,0,3,1,2335.485644000001,1,3.115340753184367,4.481167875673758,1555,164,778.4952146666669,7.596508628858126,0,0,4,5.092123749360182,167,1558,7006.456932000003
0,0,0,1,1,510.20408160000005,1,3.1646538249536618,4.465352930083168,1659,18,510.20408160000005,7.630006755036829,0,2,0,5.144281593547772,19,1660,510.20408160000005
1,0,0,2,1,900.0360014,1,2.563780058713518,4.3852797251327535,9487,59,450.0180007,6.949059783846272,0,0,1,4.128665236388795,61,9489,1800.0720028
0,0,1,2,1,1256.946282,1,2.95290305757857,4.288719572289608,2819,178,628.473141,7.241622629868178,0,0,3,4.6437774067229265,180,2821,2513.892564
0,0,0,3,1,1650.165017,1,2.9195691140256583,4.302712827954156,4340,229,550.0550056666667,7.222281941979816,0,0,4,4.610081600962565,232,4343,4950.495051
0,0,0,4,1,2099.90455,1,2.9480373394011448,4.289073494867019,9462,178,524.9761375,7.2371108342681625,0,0,4,4.637087375281166,182,9466,8399.6182
1,1,0,2,1,1000.0,1,2.8735646395797834,4.421848128860553,611,301,500.0,7.295412768440336,0,1,1,4.667496357019457,303,613,2000.0
0,0,0,2,1,1100.0495019999996,1,2.9504472093383063,4.288693499228773,442,192,550.0247509999998,7.2391407085670805,0,0,2,4.640180902678858,194,444,2200.0990039999992
0,0,0,2,1,1183.869774,1,2.562632059214069,4.351541138183826,2966,24,591.934887,6.914173197397895,0,0,2,4.094951985996083,26,2968,2367.739548
0,0,0,3,1,1280.0,1,3.355735123864461,4.349202132082888,5472,95,426.66666666666674,7.704937255947349,0,0,3,5.265452282723628,98,5475,3840.0
1,0,0,3,1,1365.103003,1,2.5709881640336825,4.352806221422323,3679,24,455.0343343333333,6.923794385456005,0,0,3,4.110312799878768,27,3682,4095.3090089999996
0,0,0,2,1,1171.833387,1,3.425094523477981,4.3406290057579335,8227,172,585.9166935,7.765723529235915,0,0,2,5.34387454859585,174,8229,2343.666774
0,1,1,2,1,1333.333333,1,3.0085242561570316,4.451787534484894,4158,48,666.6666665,7.460311790641925,0,1,3,4.903419947217849,50,4160,2666.666666
0,0,0,2,1,1200.0,1,2.9164652316406396,4.302577622603228,5477,229,600.0,7.219042854243868,0,0,2,4.605360103232004,231,5479,2400.0
0,0,1,1,1,610.0795756,1,3.423033332511053,4.341496225242729,10276,57,610.0795756,7.764529557753782,0,3,0,5.342328748017067,58,10277,610.0795756
1,0,0,3,1,1699.716714,1,2.2972472721423607,4.334091379965196,2417,161,566.5722380000002,6.631338652107557,0,1,4,3.6047139372838246,164,2420,5099.1501419999995
1,0,0,2,1,1065.088757,1,2.562121671014134,4.3535652626604415,2985,24,532.5443785,6.915686933674575,0,0,2,4.095989590849398,26,2987,2130.177514
0,0,0,3,1,1630.170316,1,2.558954501086881,4.350964152472063,893,24,543.3901053333333,6.909918653558942,0,0,4,4.088160596700537,27,896,4890.510948
0,0,0,2,1,1303.214596,1,2.5557528139777346,4.351021582366702,2258,24,651.607298,6.906774396344438,0,0,3,4.08276728163056,26,2260,2606.429192
2,1,1,2,1,648.6486486,0,3.206409643916518,4.362064842211598,175,172,324.3243243,7.568474486128117,0,0,0,5.082467790612553,174,177,1297.2972972
0,0,0,3,1,1325.478645,1,2.956788721987888,4.2881801331696625,1402,192,441.82621500000005,7.244968855157553,0,0,3,4.6488323268326255,195,1405,3976.4359349999995
0,0,0,1,1,850.0,1,2.9309150469149827,4.301679127428675,1558,229,850.0,7.2325941743436575,0,0,1,4.625658701356753,230,1559,850.0
1,0,0,3,1,1398.04274,1,2.5909334434333435,4.345124940516288,9548,24,466.01424666666674,6.936058383949633,0,0,3,4.136638083964847,27,9551,4194.1282200000005
0,1,0,3,1,1036.363636,0,3.0956276977669575,4.481582708354572,7038,164,345.4545453333333,7.577210406121528,0,0,1,5.064146763065987,167,7041,3109.090908
0,1,1,2,1,496.2082202,0,2.922370945668974,4.300563022159686,3148,172,248.1041101,7.22293396782866,0,0,0,4.611903376674945,174,3150,992.4164404
2,0,0,3,1,1400.289715,0,3.2902803832324556,4.328285583815363,4965,124,466.76323833333333,7.618565967047819,0,3,3,5.15487033176003,127,4968,4200.869145
0,1,1,2,1,1095.100865,1,3.4237583906656477,4.339793853795706,8428,188,547.5504325,7.763552244461354,0,1,2,5.341153080500134,190,8430,2190.20173
1,0,0,3,1,1750.076758,1,3.104092206459153,4.292214366119802,1227,294,583.3589193333332,7.396306572578955,0,1,4,4.861882669157355,297,1230,5250.230274
1,0,0,3,1,1418.727199,1,2.402037137965705,4.342962846207279,4070,63,472.90906633333327,6.744999984172982,0,1,3,3.8058129751065226,66,4073,4256.181597
0,1,0,1,1,590.0100570000002,1,3.4124946268010614,4.342073559408925,4864,172,590.0100570000002,7.754568186209986,0,0,0,5.329650340202406,173,4865,590.0100570000002
