POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS),CITY,CITY_2,ZONE
Dealer,0,1,2,BHK,6.925014476462,1,1,"Mulund (West),Lalitpur",1.0830431434980456,4.2898044321562825,5.1929568508902095,Lalitpur,Lalitpur,0
Dealer,0,0,1,BHK,6.363039868298848,1,1,"Kandivali (East),Mumbai",1.0833889583999736,4.288715455535724,4.442651256490317,Mumbai,Mumbai,0
Owner,0,0,2,BHK,6.745474473013058,1,1,"Kareli Bagh,Vadodara",1.1331175767655892,4.293235119632815,3.0445224377234235,Vadodara,Vadodara,7
Dealer,0,0,3,BHK,7.3132203870903005,1,1,"Flanir,Mangalore",0.9380212162838023,4.31589431077385,4.0943445622220995,Mangalore,Mangalore,4
Dealer,0,1,3,BHK,7.716500384248128,1,1,"Sector-91 Mohali,Mohali",1.230867301137251,4.339628085544245,4.787491742782046,Mohali,Mohali,1
Dealer,0,0,1,BHK,6.493820393764006,1,1,"Bhayandarpada,Maharashtra",1.0792022932031013,4.287990642747287,4.060443010546419,Maharashtra,Maharashtra,0
Dealer,1,1,2,BHK,6.906152286375718,0,1,"Mira Road East,Maharashtra",1.0849375453535999,4.288642723422473,4.314817884980432,Maharashtra,Maharashtra,0
Owner,0,0,2,BHK,6.709649854463829,1,1,"Nelamangala,Bangalore",0.9462286219592442,4.348222509286588,3.0910424533583165,Bangalore,Bangalore,4
Dealer,1,1,2,BHK,7.054083233494677,0,1,"Trisulia,Cuttack",1.1045886885233467,4.452795744381963,3.6428355156125294,Cuttack,Cuttack,3
Owner,1,0,2,BHK,7.00291162422726,0,1,"Kothanur,Bangalore",0.9290973652259474,4.347980770861566,3.951243718581428,Bangalore,Bangalore,4
Owner,0,0,1,BHK,6.514792239560301,1,1,"Khopoli,Raigad",1.0761624717007874,4.29516315583769,3.0910424533583165,Raigad,Raigad,0
Owner,0,0,1,BHK,6.41191639754197,1,1,"Narhe,Pune",1.0697540330411002,4.30176287757072,3.4657359027997265,Pune,Pune,0
Dealer,0,0,3,BHK,7.091867912506786,1,1,"Sonarpur,Kolkata",1.1349316618965735,4.482215801929217,3.6375861597263857,Kolkata,Kolkata,3
Dealer,0,0,1,BHK,6.40528445960322,1,1,"Tukai Nagar,Pune",1.0738455929235127,4.30046909480452,3.218875824868201,Pune,Pune,0
Dealer,0,0,3,BHK,7.169641646198003,1,1,"Kaushambi,Ghaziabad",1.210382355415179,4.348036160941303,3.956996371070877,Ghaziabad,Ghaziabad,1
Owner,0,0,4,BHK,7.649742624842388,1,1,"Sector-120 Noida,Noida",1.2098282040006452,4.348943730573436,5.1929568508902095,Noida,Noida,1
Dealer,0,0,2,BHK,7.127079602321187,1,1,"Gotri,Vadodara",1.133059026878651,4.292449733175152,3.8918202981106265,Vadodara,Vadodara,7
Owner,0,0,2,BHK,6.476972362889682,1,1,"NH-24 Highway,Ghaziabad",1.2106708593472377,4.349202132082888,3.258096538021482,Ghaziabad,Ghaziabad,1
Dealer,0,1,3,BHK,7.652055412982303,1,1,"NIBM,Pune",1.0703723458789294,4.302577622603228,5.010635294096256,Pune,Pune,0
Dealer,1,1,1,BHK,6.139036911614918,0,0,"Mulund (West),Lalitpur",1.0830431434980456,4.2898044321562825,4.605170185988092,Lalitpur,Lalitpur,0
Dealer,1,0,3,BHK,7.212422897568609,0,1,"Joka,Kolkata",1.1350667183971332,4.480728182283995,4.043051267834549,Kolkata,Kolkata,3
Dealer,1,1,3,BHK,7.438505986663837,0,1,"Sultanpur Road,Lucknow",1.1932173915419633,4.392610601371115,3.8918202981106265,Lucknow,Lucknow,6
Dealer,0,0,3,BHK,7.397961615407892,1,1,"Rajaji Nagar,Bangalore",0.9414795106285702,4.350911284139343,5.393627546352363,Bangalore,Bangalore,4
Owner,0,0,2,BHK,6.757182420545263,1,1,"Bicholi Hapsi,Indore",1.1389715819188235,4.329865081880123,2.9957322735539913,Indore,Indore,7
Owner,0,0,1,BHK,6.470659000878476,1,1,"Benaulim,Goa",1.0024816350047978,4.3031660134774175,3.6635616461296463,Goa,Goa,0
Owner,0,0,2,BHK,6.556930748665033,1,1,"Kambar Nagar,Chennai",0.9446249321391342,4.385395952143486,3.737669618283368,Chennai,Chennai,4
Dealer,0,0,2,BHK,6.966051153723643,1,1,"Sector-35G Kharghar,Lalitpur",1.1651518201723257,4.362064842211598,4.48863636973214,Lalitpur,Lalitpur,6
Builder,1,1,2,BHK,7.070442771172424,0,0,"Penamaluru,Vijayawada",1.0299762437609525,4.3909606819590685,3.552486829208381,Vijayawada,Vijayawada,8
Dealer,1,1,2,BHK,7.092342730862431,0,1,"Konanakunte,Bangalore",0.9384836953971873,4.351100823501241,4.520701029361641,Bangalore,Bangalore,4
Owner,0,0,2,BHK,6.579035019197675,1,1,"Waghodia Road,Vadodara",1.13279526973715,4.293655506368574,2.917770732084279,Vadodara,Vadodara,7
Dealer,0,1,3,BHK,7.441388039042254,1,1,"Faizabad Road,Lucknow",1.1910878607421223,4.393409478594049,4.219507705176107,Lucknow,Lucknow,6
Owner,0,0,1,BHK,6.4015402678211295,1,1,"Sector-52 Noida,Noida",1.2098546617458483,4.348589078783782,3.688879454113936,Noida,Noida,1
Dealer,1,1,3,BHK,7.653816499786212,0,1,"Sector-150 Noida,Noida",1.208193290042365,4.350041921413191,4.867534450455582,Noida,Noida,1
Dealer,0,0,3,BHK,7.191350476023869,1,1,"Shastri Nagar,Lalitpur",1.1744629294672668,4.363460139052041,6.040254711277415,Lalitpur,Lalitpur,6
Owner,0,0,3,BHK,7.495723778462456,1,1,"Zirakpur,Mohali",1.2304100392648112,4.341465022917759,4.007333185232471,Mohali,Mohali,1
Dealer,0,0,2,BHK,7.1308988302963465,1,1,"Suraksha Nagar,Bangalore",1.098825884762847,4.370812237725695,4.262679877041316,Bangalore,Bangalore,5
Builder,0,1,2,BHK,6.623801076580371,1,0,"Narsala,Maharashtra",1.1166632387423276,4.373650817747842,3.068052935133617,Maharashtra,Maharashtra,5
Owner,0,0,3,BHK,7.426389085195272,1,1,"delhi gate,Agra",1.1165270903589515,4.288255507420358,4.31748811353631,Agra,Agra,7
Dealer,1,1,2,BHK,6.096518596309762,0,0,"Vartak Nagar,Mumbai",1.0793218277840875,4.288173680100944,4.060443010546419,Mumbai,Mumbai,0
Dealer,0,0,3,BHK,7.326484437347369,1,1,"Sector 42 Faridabad,Faridabad",1.208531701181827,4.347616630482261,4.442651256490317,Faridabad,Faridabad,1
Dealer,0,0,3,BHK,7.725419657300756,1,1,"Hadapsar,Pune",1.0707581783994884,4.303276539133872,4.867534450455582,Pune,Pune,0
Dealer,0,0,2,BHK,7.1308988302963465,1,1,"Pimple Saudagar,Pune",1.0725848250386083,4.30133298601756,4.382026634673881,Pune,Pune,0
Dealer,0,0,2,BHK,6.845954878089565,1,1,"Kestopur,Kolkata",1.1372528646009479,4.482121757448551,3.4657359027997265,Kolkata,Kolkata,3
Dealer,0,1,3,BHK,7.22986954796771,1,1,"Zirakpur,Chandigarh",1.230527097306962,4.341496225242729,3.951243718581428,Chandigarh,Chandigarh,1
Dealer,1,1,3,BHK,7.214189863581548,0,1,"kavesar,Lalitpur",1.1651518201723257,4.362064842211598,5.010635294096256,Lalitpur,Lalitpur,6
Dealer,1,1,3,BHK,7.243673652249356,0,0,"Electronic City,Bangalore",0.9372757616865582,4.352503844283903,4.279440045898782,Bangalore,Bangalore,4
Dealer,0,0,2,BHK,6.593165753644371,1,1,"Prince Park,Kolkata",1.1363385373270725,4.481167875673758,3.49650756146648,Kolkata,Kolkata,3
Dealer,0,1,3,BHK,7.237114412360675,1,1,"Moshi,Pune",1.0739484954988117,4.3020864207060185,4.174387269895637,Pune,Pune,0
Dealer,1,1,2,BHK,6.997605813829398,0,1,"Balewadi,Pune",1.0632559726329556,4.313951721198811,4.07753744390572,Pune,Pune,0
Owner,0,0,2,BHK,6.768680071200791,1,1,"Garfa,Kolkata",1.1358127154164732,4.481642950207979,3.6375861597263857,Kolkata,Kolkata,3
Dealer,0,1,2,BHK,6.996811646219793,1,1,"Sector-88 Mohali,Mohali",1.2307388923159588,4.339793853795706,3.977810745966149,Mohali,Mohali,1
Owner,0,0,2,BHK,6.652977070979387,1,1,"Roshanabad,Haridwar",1.2230696797364853,4.356718095877402,3.349904087274605,Haridwar,Haridwar,1
Owner,0,0,2,BHK,6.77326504384359,1,1,"Manivakkam,Chennai",0.9382640974455104,4.382745838484809,3.7612001156935615,Chennai,Chennai,4
Dealer,0,0,2,BHK,7.009260800689755,1,1,"Chandivali,Maharashtra",1.072405196659058,4.296900760823664,5.3471075307174685,Maharashtra,Maharashtra,0
Dealer,0,0,2,BHK,6.956574855099987,1,1,"Mulund (East),Maharashtra",1.0828488563605605,4.289922310618243,5.135798437050261,Maharashtra,Maharashtra,0
Dealer,1,1,3,BHK,7.435388020924509,0,1,"ITPL,Bangalore",0.9415121313306912,4.3533128103379335,4.867534450455582,Bangalore,Bangalore,4
Dealer,0,0,3,BHK,7.4588746549889935,1,1,"Sector-77 Noida,Noida",1.2096438646294745,4.348860842433246,4.5217885770490405,Noida,Noida,1
Owner,0,0,2,BHK,6.907755278982138,1,1,"Kottapuram,Thrissur",0.8427588357604215,4.333438244521704,3.828641396489095,Thrissur,Thrissur,2
Owner,0,0,2,BHK,7.170119543449628,1,1,"Parappana Agrahara,Bangalore",0.9384884620816707,4.352359330046166,4.174387269895637,Bangalore,Bangalore,4
Owner,0,0,2,BHK,6.1092475827643655,1,1,"Sahibabad,Ghaziabad",1.2107169057016682,4.348577135979268,2.8903717578961645,Ghaziabad,Ghaziabad,1
Dealer,1,1,3,BHK,7.19938992546128,0,0,"Kovur,Chennai",0.9422858950966786,4.383564376742277,4.213607983048918,Chennai,Chennai,4
Dealer,0,0,1,BHK,6.5147484057903,1,1,"Sector-11 Taloja,Mumbai",1.2314595259979828,4.341060098457978,3.555348061489413,Mumbai,Mumbai,1
Dealer,0,1,3,BHK,7.294889430355577,1,0,"Harlur,Bangalore",0.939788475925007,4.351383402525714,4.605170185988092,Bangalore,Bangalore,4
Dealer,1,1,3,BHK,7.0074408708768665,0,1,"Mansarovar Extension,Jaipur",1.1911109394088912,4.327614006535299,3.7135720667043084,Jaipur,Jaipur,1
Dealer,0,0,2,BHK,6.949619483492836,1,1,"Sector 7 Airoli,Mumbai",1.0812049884834052,4.290278575478113,4.941642422609304,Mumbai,Mumbai,0
Owner,0,0,2,BHK,6.7450696966573735,1,1,"Hudkeshwar Road Nagpur,Nagpur",1.1144321230164502,4.371105894876221,3.4011973816621555,Nagpur,Nagpur,5
Dealer,0,0,3,BHK,7.244356555848727,1,1,"Gandhi Path,Jaipur",1.1797189498497385,4.46115420450572,4.127134385045092,Jaipur,Jaipur,3
Owner,0,0,3,BHK,7.3364250444436445,1,1,"Yelahanka,Bangalore",0.9453336627561474,4.3515459063390445,4.382026634673881,Bangalore,Bangalore,4
Owner,0,0,2,BHK,7.244227515603349,1,1,"Shyamkhet,Nainital",1.2181368882222396,4.3763298889870015,3.555348061489413,Nainital,Nainital,1
Dealer,0,0,3,BHK,7.490988689090421,1,0,"Pallikaranai,Chennai",0.940064104470746,4.384714269744933,4.700480365792417,Chennai,Chennai,4
Dealer,0,1,3,BHK,7.24654872593755,1,1,"Chembur (East),Lalitpur",1.0809655688081101,4.2890843866050234,5.598421958998375,Lalitpur,Lalitpur,0
Dealer,1,1,2,BHK,6.593116301430117,0,1,"Shahad,Mumbai",1.121727415053789,4.310424558599838,4.442651256490317,Mumbai,Mumbai,7
Dealer,0,0,2,BHK,6.851023312635824,1,1,"sector-121 Noida,Noida",1.2100010006538247,4.349012542537741,3.7612001156935615,Noida,Noida,1
Dealer,1,1,3,BHK,7.592781676560082,0,1,"Suraj Kund,Faridabad",1.2088103385884144,4.347511571562679,4.867534450455582,Faridabad,Faridabad,1
Dealer,0,0,1,BHK,6.484668569583486,1,1,"Sector 21 Ulwe,Maharashtra",1.0794514779179263,4.290803299830437,3.80666248977032,Maharashtra,Maharashtra,0
Dealer,1,0,2,BHK,6.567530692754478,0,1,"Behala Chowrasta,Kolkata",1.1355662563376174,4.480889484901042,3.349904087274605,Kolkata,Kolkata,3
Owner,0,0,2,BHK,7.090076835776093,1,1,"AMS Layout,Bangalore",0.9410348784396798,4.351541138183826,3.80666248977032,Bangalore,Bangalore,4
Owner,0,0,3,BHK,7.31336325421764,1,1,"Jakhan,Dehradun",1.2276536337397657,4.3575711983300005,4.248495242049359,Dehradun,Dehradun,1
Dealer,0,0,2,BHK,6.956574855099987,1,1,"Kharghar,Maharashtra",1.080600292136376,4.291364784625936,4.442651256490317,Maharashtra,Maharashtra,0
Dealer,0,1,1,BHK,6.0867747269123065,1,0,"New Panvel,Mumbai",1.0793118657340575,4.292488586519191,3.7841896339182615,Mumbai,Mumbai,0
Owner,0,0,3,BHK,7.090076835776093,1,1,"Sodepur,Kolkata",1.1385899978691603,4.4817682651714525,3.58351893845611,Kolkata,Kolkata,3
Dealer,1,1,2,BHK,7.0373863411973865,0,1,"Naini,Allahabad",1.1738844399706931,4.405028794864125,3.4934726577713264,Allahabad,Allahabad,6
Owner,0,0,3,BHK,7.242905313307588,1,1,"Bellandur,Bangalore",0.9396955319276824,4.352552766325352,4.174387269895637,Bangalore,Bangalore,4
Dealer,1,1,3,BHK,7.4957705416426865,0,1,"Zirakpur,Chandigarh",1.230527097306962,4.341496225242729,4.248495242049359,Chandigarh,Chandigarh,1
Owner,0,0,2,BHK,7.138885182319906,1,1,"Mulapet,Nellore",0.981906216151217,4.381609922861573,3.49650756146648,Nellore,Nellore,4
Dealer,0,0,2,BHK,7.1470115523754565,1,1,"Crossing Republik,Ghaziabad",1.2102873806444994,4.349428504726637,3.4177266836133664,Ghaziabad,Ghaziabad,1
Dealer,0,0,2,BHK,7.1929404715722045,1,1,"Harlur,Bangalore",0.939788475925007,4.351383402525714,4.382026634673881,Bangalore,Bangalore,4
Dealer,1,1,3,BHK,7.288146749635843,0,0,"Manapakkam,Chennai",0.9423373196791637,4.384185053610893,4.341204640153626,Chennai,Chennai,4
Dealer,0,0,3,BHK,7.294436377706702,1,1,"Porur,Chennai",0.9429798553217561,4.383972989296232,4.867534450455582,Chennai,Chennai,4
Owner,0,0,2,BHK,7.104226471681409,1,1,"Caranzalem,Panaji",1.007383780875047,4.3014195427655215,4.382026634673881,Panaji,Panaji,0
Dealer,0,1,3,BHK,7.648934290535294,1,1,"Hiranandani Estate,Mumbai",1.0844375861778444,4.290206347479055,5.66988092298052,Mumbai,Mumbai,0
Owner,0,0,2,BHK,7.0475283325999145,1,1,"Undera,Vadodara",1.1335611574110256,4.292201580276637,3.80666248977032,Vadodara,Vadodara,7
Dealer,0,0,3,BHK,7.405036677638552,1,1,"Sector 43 Faridabad,Faridabad",1.208431213692111,4.347545458151618,4.477336814478207,Faridabad,Faridabad,1
Dealer,0,1,3,BHK,7.170939879958531,1,1,"Bavdhan,Pune",1.0710128056996207,4.301114040425369,4.605170185988092,Pune,Pune,0
Dealer,0,1,4,BHK,8.007728493170866,1,1,"Bannerghatta,Bangalore",0.9361249947785245,4.351349362177613,5.521460917862246,Bangalore,Bangalore,4
Owner,0,0,2,BHK,7.14685884971241,1,1,"AECS Layout,Bangalore",0.9407807702362693,4.3530000602739705,4.0943445622220995,Bangalore,Bangalore,4
Dealer,0,0,4,BHK,7.600902459542082,1,1,"Subhanpura,Vadodara",1.1331474452082095,4.29268359601815,3.912023005428147,Vadodara,Vadodara,7
Owner,0,0,1,BHK,6.371651847970277,1,1,"Vikas Nagar,Pune",1.070723654145164,4.3027472522601435,3.4011973816621555,Pune,Pune,0
Owner,0,1,3,BHK,7.380545395488778,1,1,"Shastripuram,Agra",1.1987965484217324,4.365305982958138,3.828641396489095,Agra,Agra,1
Dealer,0,0,2,BHK,6.85642865182853,1,1,"Mulund (West),Lalitpur",1.0830431434980456,4.2898044321562825,5.1929568508902095,Lalitpur,Lalitpur,0
Dealer,1,1,2,BHK,7.237185700834972,0,1,"Sector-79 Noida,Noida",1.2095389106093073,4.3488931328000096,4.0943445622220995,Noida,Noida,1
Owner,1,0,2,BHK,6.907755278982138,0,1,"China Gantyada,Visakhapatnam",1.055553293781305,4.421848128860553,3.1354942159291497,Visakhapatnam,Visakhapatnam,8
Dealer,0,1,2,BHK,7.170185118991813,1,1,"Hennur Road,Bangalore",0.9428549334741585,4.352192231958015,4.110873864173311,Bangalore,Bangalore,4
Dealer,1,0,2,BHK,6.359189327271762,0,1,"Goregaon (West),Mumbai",1.0827968150614316,4.288259983016846,4.867534450455582,Mumbai,Mumbai,0
Dealer,0,0,2,BHK,6.626887234753095,1,1,"Madipakkam,Chennai",0.9408058240508165,4.384506058361002,3.7281001672672183,Chennai,Chennai,4
Dealer,0,1,3,BHK,6.928589866761143,1,0,"Hiranandani Estate,Lalitpur",1.0844375861778444,4.290206347479055,5.3471075307174685,Lalitpur,Lalitpur,0
Dealer,0,0,3,BHK,7.723296107748149,1,1,"Matigara,Siliguri",1.1895402237551154,4.481038556840746,4.31748811353631,Siliguri,Siliguri,3
Owner,1,1,2,BHK,7.000128599524918,0,1,"Jalahalli,Bangalore",0.9434909167208079,4.350814566541114,4.380775852772229,Bangalore,Bangalore,4
Owner,0,0,2,BHK,6.76868923082642,1,1,"Dattawadi,Nagpur",1.1157912228100677,4.369350708508193,3.218875824868201,Nagpur,Nagpur,5
Dealer,1,1,2,BHK,6.720626700349487,0,1,"Guduvancheri,Chennai",0.9371807937443879,4.382822980006751,3.3809946743446364,Chennai,Chennai,4
Dealer,0,1,3,BHK,7.665138323789928,1,1,"Borivali (East),Maharashtra",1.08408444750433,4.288537046586258,5.913503005638269,Maharashtra,Maharashtra,0
Owner,0,0,2,BHK,6.802562844642299,1,1,"Sidedahalli,Bangalore",0.9440011965205564,4.350253936071296,3.1696855806774287,Bangalore,Bangalore,4
Dealer,0,0,3,BHK,7.352481100725603,1,1,"Bhayandarpada,Maharashtra",1.0792022932031013,4.287990642747287,4.941642422609304,Maharashtra,Maharashtra,0
Dealer,1,1,3,BHK,6.8601779712299145,0,0,"Panvel,Maharashtra",1.0793118657340575,4.292488586519191,4.700480365792417,Maharashtra,Maharashtra,0
Dealer,1,1,2,BHK,6.463885641460108,0,0,"Ghodbunder Road,Maharashtra",1.0792022932031013,4.287990642747287,4.700480365792417,Maharashtra,Maharashtra,0
Dealer,0,1,2,BHK,7.225418183297753,1,1,"Palasuni,Bhubaneswar",1.1022167131776386,4.45277380314832,4.146304301152813,Bhubaneswar,Bhubaneswar,3
Owner,0,0,3,BHK,7.309892596799848,1,1,"Thubarahalli,Bangalore",0.9405062665077271,4.353144867942065,4.499809670330264,Bangalore,Bangalore,4
Owner,0,0,3,BHK,7.625668151901087,1,1,"Amruthnagar,Bangalore",0.9410348784396798,4.351541138183826,4.867534450455582,Bangalore,Bangalore,4
Dealer,0,0,3,BHK,7.64973262434005,1,1,"Indira Nagar,Bangalore",0.9445758865369921,4.348871127913336,5.857933154483459,Bangalore,Bangalore,4
Dealer,0,0,3,BHK,7.279376529612348,1,1,"Prince Anwar Shah Rd.,Kolkata",1.1367456111161014,4.481529377028798,4.867534450455582,Kolkata,Kolkata,3
Dealer,0,0,2,BHK,7.090161049729997,1,1,"Sector 35I Kharghar,Maharashtra",1.0792022932031013,4.287990642747287,4.553876891600541,Maharashtra,Maharashtra,0
Owner,0,0,3,BHK,8.193966181531888,1,1,"Whitefield,Bangalore",0.9418155533778658,4.35364508694623,5.9401712527204324,Bangalore,Bangalore,4
Dealer,0,0,2,BHK,7.06918041595691,1,1,"Rayasandra,Bangalore",0.9380139174841536,4.352511247114906,3.7612001156935615,Bangalore,Bangalore,4
Dealer,0,0,1,BHK,6.328082248862915,1,1,"Pammal,Chennai",0.941187978765286,4.383709218335734,3.0910424533583165,Chennai,Chennai,4
Dealer,0,0,2,BHK,6.948143340327007,1,1,"Action Area I,Kolkata",1.1363385373270725,4.481167875673758,3.8712010109078916,Kolkata,Kolkata,3
Dealer,0,0,4,BHK,8.177401347631003,1,1,"Ambedkar Nagar,Bangalore",0.9425252671220907,4.344033629578553,5.66988092298052,Bangalore,Bangalore,4
Dealer,1,1,3,BHK,7.331835434328952,0,1,"Chembur,Maharashtra",1.0809655688081101,4.2890843866050234,5.857933154483459,Maharashtra,Maharashtra,0
Dealer,0,0,2,BHK,6.774223886357614,1,1,"Jagatpura,Jaipur",1.1907685184597947,4.3286489193897095,3.0445224377234235,Jaipur,Jaipur,1
Owner,0,0,3,BHK,7.52288377698039,1,1,"Sahastradhara Road,Dehradun",1.2278414190223899,4.358293903125267,4.248495242049359,Dehradun,Dehradun,1
Dealer,0,1,3,BHK,7.329921578529962,1,1,"Thoraipakkam,Chennai",0.9403275789434418,4.385014454192412,5.0751738152338275,Chennai,Chennai,4
Owner,0,0,2,BHK,6.845988452560811,1,1,"Krishnapur, Barowaritala,Kolkata",1.1367456111161014,4.481529377028798,3.555348061489413,Kolkata,Kolkata,3
Owner,0,0,1,BHK,6.476827636571182,1,1,"Ambattur,Chennai",0.9448713668539185,4.384052082069726,3.6375861597263857,Chennai,Chennai,4
Owner,0,0,2,BHK,6.718134419739537,1,1,"Baguihati,Kolkata",1.1374248328205545,4.482188458017407,3.3068867021909143,Kolkata,Kolkata,3
Dealer,0,0,2,BHK,7.244227515603349,1,1,"Vallabh Vidyanagar,Anand",1.1386769774683174,4.292033270522124,3.332204510175204,Anand,Anand,7
Owner,0,0,1,BHK,6.501021135238763,1,1,"Sargasan,Gandhinagar",1.1453107568200067,4.285123104911434,3.0445224377234235,Gandhinagar,Gandhinagar,7
Owner,0,0,1,BHK,6.8211542425912866,1,1,"Candolim,Goa",1.0086901648641344,4.300851828084792,4.174387269895637,Goa,Goa,0
Dealer,0,1,2,BHK,6.844042991885861,1,1,"Wadala,Mumbai",1.2364493018480416,4.324712130711327,5.634789603169249,Mumbai,Mumbai,1
Dealer,0,1,1,BHK,6.535425732519183,1,1,"Punawale,Pune",1.0733600798482439,4.300625563175127,3.4499875458315867,Pune,Pune,0
Dealer,0,0,3,BHK,7.504035051236579,1,1,"Magarpatta,Pune",1.071021006298529,4.303066960099882,4.941642422609304,Pune,Pune,0
Dealer,0,0,1,BHK,6.4135108104131175,1,1,"Naigaon (East),Mumbai",1.0861453746009158,4.288605998556956,3.2958368660043287,Mumbai,Mumbai,0
Dealer,1,0,2,BHK,6.861790973330892,0,1,"Chhalera,Noida",1.209663745033353,4.34795265434013,3.2958368660043287,Noida,Noida,1
Owner,0,0,2,BHK,6.7453057963669885,1,1,"Chinchbhavan,Nagpur",1.1157393833581428,4.370498692546197,3.58351893845611,Nagpur,Nagpur,5
Dealer,0,1,2,BHK,7.042291504967481,1,1,"4 Bunglows,Maharashtra",1.0822017589990423,4.288064905301483,5.799092654460527,Maharashtra,Maharashtra,0
Dealer,1,1,2,BHK,6.271300557433159,0,0,"Malad (East),Maharashtra",1.0830413779233388,4.288598807132407,4.867534450455582,Maharashtra,Maharashtra,0
Dealer,0,0,2,BHK,7.0030654587864625,1,1,"near bandstand,Maharashtra",1.0792022932031013,4.287990642747287,5.616771097666573,Maharashtra,Maharashtra,0
Dealer,0,0,3,BHK,7.047523221339296,1,1,"Chembur,Mumbai",1.0809655688081101,4.2890843866050234,5.521460917862246,Mumbai,Mumbai,0
Owner,0,0,3,BHK,7.244356555848727,1,1,"Roopena Agrahara,Bangalore",0.939788475925007,4.351383402525714,4.127134385045092,Bangalore,Bangalore,4
Dealer,0,0,2,BHK,7.0476388504819125,1,1,"Sector-4 Vaishali,Ghaziabad",1.2104423099381736,4.348197787251734,4.30406509320417,Ghaziabad,Ghaziabad,1
Owner,1,1,2,BHK,7.1308988302963465,0,1,"Milakpur Goojar,Bhiwadi",1.2057137275988463,4.341550309569736,3.80666248977032,Bhiwadi,Bhiwadi,1
Dealer,0,1,3,BHK,7.31263024232246,1,1,"Jawahar Nagar,Jaipur",1.1914025744087675,4.3285405035657885,4.439115601658009,Jaipur,Jaipur,1
Dealer,0,1,3,BHK,7.0775293796608425,1,1,"Mira Road,Mumbai",1.0849333220707382,4.288607919921172,4.418840607796597,Mumbai,Mumbai,0
Builder,0,0,3,BHK,7.2443729807370705,1,0,"Murlipura,Jaipur",1.1924290931034012,4.327637117721932,4.007333185232471,Jaipur,Jaipur,1
Owner,0,0,2,BHK,7.0731477735841795,1,1,"Akshayanagara East,Bangalore",0.9410348784396798,4.351541138183826,3.7135720667043084,Bangalore,Bangalore,4
Dealer,0,1,1,BHK,6.492308408729848,1,1,"Mira Road,Maharashtra",1.0849333220707382,4.288607919921172,3.960813169597578,Maharashtra,Maharashtra,0
Owner,0,1,4,BHK,7.762516820816352,1,1,"Kharar,Mohali",1.2312663451613621,4.339249605317823,3.951243718581428,Mohali,Mohali,1
Dealer,0,0,3,BHK,7.658531572474719,1,1,"Wakad,Pune",1.0726528887888995,4.300850472383287,4.867534450455582,Pune,Pune,0
Owner,0,1,1,BHK,6.368050695732469,1,1,"Sinhgad Road,Pune",1.0828426367074722,4.297664490819728,3.688879454113936,Pune,Pune,0
Dealer,0,0,3,BHK,7.368700063638964,1,1,"Kharghar,Mumbai",1.080600292136376,4.291364784625936,5.0751738152338275,Mumbai,Mumbai,0
Dealer,0,0,2,BHK,6.989248312885492,1,1,"Rajarajeshwari Nagar,Bangalore",0.9395117599376752,4.350571751255993,4.051784947803306,Bangalore,Bangalore,4
Builder,1,0,2,BHK,7.021083964289139,0,0,"SH Mount,Kottayam",0.815760758544014,4.337581156174212,3.5945687746426946,Kottayam,Kottayam,2
Owner,0,0,2,BHK,6.522168991590888,1,1,"Nagarbhavi,Bangalore",0.9406602879816365,4.350491629654295,3.737669618283368,Bangalore,Bangalore,4
Owner,0,0,3,BHK,7.22986954796771,1,1,"murgasol,Asansol",1.1520808334396946,4.465524941803434,4.174387269895637,Asansol,Asansol,3
Dealer,0,0,2,BHK,7.090076835776093,1,1,"BTM 1st Stage,Bangalore",0.9410348784396798,4.351541138183826,4.499809670330264,Bangalore,Bangalore,4
Dealer,0,0,2,BHK,7.170119543449628,1,1,"Electronic City,Bangalore",0.9372757616865582,4.352503844283903,3.951243718581428,Bangalore,Bangalore,4
Owner,0,1,3,BHK,7.567628882545573,1,1,"KR Puram,Bangalore",0.9422489306610218,4.3530116286733564,4.787491742782046,Bangalore,Bangalore,4
Owner,0,0,4,BHK,7.652195753979633,1,1,"Kompally,Secunderabad",1.0525172252887984,4.362847676105924,4.382026634673881,Secunderabad,Secunderabad,8
Owner,0,0,2,BHK,6.781230079850618,1,1,"Palarivattom,Kochi",0.8309976925137725,4.334296366740936,3.7135720667043084,Kochi,Kochi,2
Dealer,0,0,3,BHK,7.313239618238715,1,1,"malad link road malad west,Maharashtra",1.0837055287353634,4.288197926947683,5.5606816310155285,Maharashtra,Maharashtra,0
Dealer,0,0,3,BHK,7.5561708762796345,1,1,"Sector-128 Noida,Noida",1.2091717743057733,4.348432078973562,4.465908118654584,Noida,Noida,1
Dealer,0,0,3,BHK,7.416979621381153,1,1,"Sector-74 Noida,Noida",1.2097438443779533,4.348854743455388,4.421247347827164,Noida,Noida,1
Owner,0,1,2,BHK,6.883306598530402,1,1,"Raj Nagar Extension,Ghaziabad",1.1915440999121711,4.327780656455312,3.688879454113936,Ghaziabad,Ghaziabad,1
Owner,0,0,1,BHK,6.345919734358735,1,1,"Shirgaon,Palghar",1.0920608697576435,4.286551403749368,2.8903717578961645,Palghar,Palghar,0
