PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Cabin_Provided,Title,Age_Group,Fare_Group,Total_Members,Age_Class,fare_per_person,Alone
353,0,3,1,15.0,1,1,0.9153576174148317,2,0,1,4,1,2,45.0,0.0,0
354,0,3,1,25.0,1,0,1.2741578492636798,1,0,1,6,3,1,75.0,0.0,0
356,0,3,1,28.0,0,0,1.021189299069938,1,0,1,6,2,0,84.0,1.021189299069938,1
357,1,1,2,22.0,0,1,1.7481880270062005,1,1,2,5,4,1,22.0,0.0,0
358,0,2,2,38.0,0,0,1.146128035678238,1,0,2,7,2,0,76.0,1.146128035678238,1
361,0,3,1,40.0,1,4,1.4608978427565478,1,0,1,7,3,5,120.0,0.0,0
362,0,2,1,29.0,1,0,1.458196532741108,2,0,1,6,3,1,58.0,0.0,0
363,0,3,2,45.0,0,1,1.1890465283525415,2,0,3,8,2,1,135.0,0.0,0
364,0,3,1,35.0,0,0,0.9057958803678685,1,0,1,7,1,0,105.0,0.9057958803678685,1
366,0,3,1,30.0,0,0,0.9164539485499251,1,0,1,6,1,0,90.0,0.9164539485499251,1
367,1,1,2,60.0,1,0,1.8822398480188234,2,1,3,9,4,1,60.0,0.0,0
370,1,1,2,24.0,0,0,1.8469553250198238,2,1,2,5,4,0,24.0,1.8469553250198238,1
371,1,1,1,25.0,1,0,1.7516000860444023,2,1,1,6,4,1,25.0,0.0,0
372,0,3,1,18.0,1,0,0.8748179903590257,1,0,1,4,1,1,54.0,0.0,0
373,0,3,1,19.0,0,0,0.9566485792052033,1,0,1,5,1,0,57.0,0.9566485792052033,1
374,0,1,1,22.0,0,0,2.135556557645501,2,0,1,5,4,0,22.0,2.135556557645501,1
375,0,3,2,3.0,3,1,1.3439007122496063,1,0,2,2,3,4,9.0,0.0,0
377,1,3,2,22.0,0,0,0.9164539485499251,1,0,2,5,1,0,66.0,0.9164539485499251,1
378,0,1,1,27.0,0,2,2.3273589343863303,2,1,1,6,4,2,27.0,0.0,0
379,0,3,1,20.0,0,0,0.7000543856282387,2,0,1,5,1,0,60.0,0.7000543856282387,1
380,0,3,1,19.0,0,0,0.9432471251378617,1,0,1,5,1,0,57.0,0.9432471251378617,1
381,1,1,2,42.0,0,0,2.3589337176143736,2,0,2,7,4,0,42.0,2.3589337176143736,1
382,1,3,2,1.0,0,2,1.2237995553975871,2,0,2,2,2,2,3.0,0.0,0
383,0,3,1,32.0,0,0,0.9506082247842308,1,0,1,6,1,0,96.0,0.9506082247842308,1
384,1,1,2,35.0,1,0,1.724275869600789,1,0,3,7,4,1,35.0,0.0,0
386,0,2,1,18.0,0,0,1.8721562727482928,1,0,1,4,4,0,36.0,1.8721562727482928,1
387,0,3,1,1.0,5,2,1.6803355134145632,1,0,4,2,4,7,3.0,0.0,0
388,1,2,2,36.0,0,0,1.146128035678238,1,0,2,7,2,0,72.0,1.146128035678238,1
390,1,2,2,17.0,0,0,1.1139433523068367,2,0,2,4,2,0,34.0,1.1139433523068367,1
391,1,1,1,36.0,1,2,2.0827853703164503,1,1,1,7,4,3,36.0,0.0,0
392,1,3,1,21.0,0,0,0.9442753457587986,1,0,1,5,1,0,63.0,0.9442753457587986,1
393,0,3,1,28.0,2,0,0.9506082247842308,1,0,1,6,1,2,84.0,0.0,0
394,1,1,2,23.0,1,0,2.0579512299613683,2,1,2,5,4,1,23.0,1.0,0
395,1,3,2,24.0,0,2,1.2479732663618066,1,1,3,5,3,2,72.0,0.0,0
396,0,3,1,22.0,0,0,0.9442753457587986,1,0,1,5,1,0,66.0,0.9442753457587986,1
397,0,3,2,31.0,0,0,0.9471493276626374,1,0,2,6,1,0,93.0,0.9471493276626374,1
398,0,2,1,46.0,0,0,1.4313637641589874,1,0,1,8,3,0,92.0,1.4313637641589874,1
399,0,2,1,23.0,0,0,1.0606978403536116,1,0,6,5,2,0,46.0,1.0606978403536116,1
400,1,2,2,28.0,0,0,1.1351326513767748,1,0,3,6,2,0,56.0,1.1351326513767748,1
401,1,3,1,39.0,0,0,0.9506082247842308,1,0,1,7,1,0,117.0,0.9506082247842308,1
402,0,3,1,26.0,0,0,0.9566485792052033,1,0,1,6,1,0,78.0,0.9566485792052033,1
403,0,3,2,21.0,1,0,1.034427905025403,1,0,2,5,2,1,63.0,0.0,0
404,0,3,1,28.0,1,0,1.2265999052073575,1,0,1,6,3,1,84.0,0.0,0
405,0,3,2,20.0,0,0,0.9850895069263813,1,0,2,5,2,0,60.0,0.9850895069263813,1
406,0,2,1,34.0,1,0,1.3424226808222062,1,0,1,6,3,1,68.0,0.0,0
407,0,3,1,51.0,0,0,0.9420080530223133,1,0,1,8,1,0,153.0,0.9420080530223133,1
408,1,2,1,3.0,1,1,1.295567099962479,1,0,4,2,3,2,6.0,0.0,0
409,0,3,1,21.0,0,0,0.9432471251378617,1,0,1,5,1,0,63.0,0.9432471251378617,1
413,1,1,2,33.0,1,0,1.9590413923210936,3,1,2,6,4,1,33.0,0.0,0
415,1,3,1,44.0,0,0,0.9506082247842308,1,0,1,7,1,0,132.0,0.9506082247842308,1
417,1,2,2,34.0,1,1,1.5250448070368452,1,0,3,6,3,2,68.0,0.0,0
418,1,2,2,18.0,0,2,1.146128035678238,1,0,2,4,2,2,36.0,0.0,0
419,0,2,1,30.0,0,0,1.146128035678238,1,0,1,6,2,0,60.0,1.146128035678238,1
420,0,3,2,10.0,0,2,1.400537989391946,1,0,2,3,3,2,30.0,0.0,0
422,0,3,1,21.0,0,0,0.9411783789843933,3,0,1,5,1,0,63.0,0.9411783789843933,1
423,0,3,1,29.0,0,0,0.9481683617271317,1,0,1,6,1,0,87.0,0.9481683617271317,1
424,0,3,2,28.0,1,1,1.187520720836463,1,0,3,6,2,2,84.0,0.0,0
425,0,3,1,18.0,1,1,1.326591855325732,1,0,1,4,3,2,54.0,0.0,0
427,1,2,2,28.0,1,0,1.4313637641589874,1,0,3,6,3,1,56.0,0.0,0
428,1,2,2,19.0,0,0,1.4313637641589874,1,0,3,5,3,0,38.0,1.4313637641589874,1
430,1,3,1,32.0,0,0,0.9566485792052033,1,1,1,6,1,0,96.0,0.9566485792052033,1
431,1,1,1,28.0,0,0,1.440121603187804,1,1,1,6,3,0,28.0,1.440121603187804,1
433,1,2,2,42.0,1,0,1.4313637641589874,1,0,3,7,3,1,84.0,0.0,0
434,0,3,1,17.0,0,0,0.909823369650912,1,0,1,4,1,0,51.0,0.909823369650912,1
435,0,1,1,50.0,1,0,1.7551122663950711,1,1,1,8,4,1,50.0,0.0,0
436,1,1,2,14.0,1,2,2.0827853703164503,1,1,2,4,4,3,14.0,0.0,0
437,0,3,2,21.0,2,2,1.5486964485323467,1,0,2,5,4,4,63.0,0.0,0
438,1,2,2,24.0,2,3,1.295567099962479,1,0,3,5,3,5,48.0,0.0,0
439,0,1,1,64.0,1,4,2.4216039268698313,1,1,1,9,4,5,64.0,0.0,0
440,0,2,1,31.0,0,0,1.0606978403536116,1,0,1,6,2,0,62.0,1.0606978403536116,1
441,1,2,2,45.0,1,1,1.4353665066126613,1,0,3,8,3,2,90.0,0.0,0
442,0,3,1,20.0,0,0,1.021189299069938,1,0,1,5,2,0,60.0,1.021189299069938,1
443,0,3,1,25.0,1,0,0.9432471251378617,1,0,1,6,1,1,75.0,0.0,0
444,1,2,2,28.0,0,0,1.146128035678238,1,0,2,6,2,0,56.0,1.146128035678238,1
446,1,1,1,4.0,0,2,1.9183360186534042,1,1,4,2,4,2,4.0,0.0,0
447,1,2,2,13.0,0,1,1.3117538610557542,1,0,2,4,3,1,26.0,0.0,0
448,1,1,1,34.0,0,0,1.440121603187804,1,0,1,6,3,0,34.0,1.440121603187804,1
449,1,3,2,5.0,2,1,1.3066029982011584,2,0,2,3,3,3,15.0,0.0,0
450,1,1,1,52.0,0,0,1.4983105537896004,1,1,5,8,3,0,52.0,1.4983105537896004,1
451,0,2,1,36.0,1,2,1.4586378490256493,1,0,1,7,3,3,72.0,0.0,0
453,0,1,1,30.0,0,0,1.4586378490256493,2,1,1,6,3,0,30.0,1.4586378490256493,1
454,1,1,1,49.0,1,0,1.9547450350890707,2,1,1,8,4,1,49.0,0.0,0
456,1,3,1,29.0,0,0,0.9491850103134346,2,0,1,6,1,0,87.0,0.9491850103134346,1
457,0,1,1,65.0,0,0,1.440121603187804,1,1,1,9,3,0,65.0,1.440121603187804,1
459,1,2,2,50.0,0,0,1.0606978403536116,1,0,2,8,2,0,100.0,1.0606978403536116,1
461,1,1,1,48.0,0,0,1.440121603187804,1,1,1,8,3,0,48.0,1.440121603187804,1
462,0,3,1,34.0,0,0,0.9566485792052033,1,0,1,6,1,0,102.0,0.9566485792052033,1
463,0,1,1,47.0,0,0,1.5965970956264601,1,1,1,8,4,0,47.0,1.5965970956264601,1
464,0,2,1,48.0,0,0,1.146128035678238,1,0,1,8,2,0,96.0,1.146128035678238,1
466,0,3,1,38.0,0,0,0.9057958803678685,1,0,1,7,1,0,114.0,0.9057958803678685,1
468,0,1,1,56.0,0,0,1.440121603187804,1,0,1,8,3,0,56.0,1.440121603187804,1
470,1,3,2,0.75,2,1,1.3066029982011584,2,0,2,1,3,3,2.25,0.0,0
472,0,3,1,38.0,0,0,0.9850895069263813,1,0,1,7,2,0,114.0,0.9850895069263813,1
473,1,2,2,33.0,1,2,1.4586378490256493,1,0,3,6,3,3,66.0,0.0,0
474,1,2,2,23.0,0,0,1.1700180900341755,2,1,3,5,2,0,46.0,1.1700180900341755,1
475,0,3,2,22.0,0,0,1.0349291104842666,1,0,2,5,2,0,66.0,1.0349291104842666,1
477,0,2,1,34.0,1,0,1.3424226808222062,1,0,1,6,3,1,68.0,0.0,0
478,0,3,1,29.0,1,0,0.9055692328119356,1,0,1,6,1,1,87.0,0.0,0
479,0,3,1,22.0,0,0,0.9304803716769131,1,0,1,5,1,0,66.0,0.9304803716769131,1
480,1,3,2,2.0,0,1,1.1234432775313532,1,0,2,2,2,1,6.0,0.0,0
481,0,3,1,9.0,5,2,1.6803355134145632,1,0,4,3,4,7,27.0,0.0,0
483,0,3,1,50.0,0,0,0.9566485792052033,1,0,1,8,1,0,150.0,0.9566485792052033,1
484,1,3,2,63.0,0,0,1.0247934233387634,1,0,3,9,2,0,189.0,1.0247934233387634,1
485,1,1,1,25.0,1,0,1.9641615374126258,2,1,1,6,4,1,25.0,0.0,0
487,1,1,2,35.0,1,0,1.9590413923210936,1,1,3,7,4,1,35.0,0.0,0
488,0,1,1,58.0,0,0,1.4871383754771865,2,1,1,8,3,0,58.0,1.4871383754771865,1
489,0,3,1,30.0,0,0,0.9566485792052033,1,0,1,6,1,0,90.0,0.9566485792052033,1
490,1,3,1,9.0,1,1,1.2278867046136734,1,0,4,3,3,2,27.0,0.0,0
492,0,3,1,21.0,0,0,0.9164539485499251,1,0,1,5,1,0,63.0,0.9164539485499251,1
493,0,1,1,55.0,0,0,1.4983105537896004,1,1,1,8,3,0,55.0,1.4983105537896004,1
495,0,3,1,21.0,0,0,0.9566485792052033,1,0,1,5,1,0,63.0,0.9566485792052033,1
497,1,1,2,54.0,1,0,1.8990907781931157,2,1,2,8,4,1,54.0,0.0,0
499,0,1,2,25.0,1,2,2.183412211978426,1,1,3,6,4,3,25.0,0.0,0
500,0,3,1,24.0,0,0,0.9442753457587986,1,0,1,5,1,0,72.0,0.9442753457587986,1
501,0,3,1,17.0,0,0,0.9850895069263813,1,0,1,4,2,0,51.0,0.9850895069263813,1
502,0,3,2,21.0,0,0,0.9420080530223133,3,0,2,5,1,0,63.0,0.9420080530223133,1
504,0,3,2,37.0,0,0,1.0247934233387634,1,0,2,7,2,0,111.0,1.0247934233387634,1
505,1,1,2,16.0,0,0,1.9420080530223132,1,1,2,4,4,0,16.0,1.9420080530223132,1
506,0,1,1,18.0,1,0,2.0409976924234905,2,1,1,4,4,1,18.0,1.0,0
507,1,2,2,33.0,0,2,1.4313637641589874,1,0,3,6,3,2,66.0,0.0,0
509,0,3,1,28.0,0,0,1.3715296320992945,1,0,1,6,3,0,84.0,1.3715296320992945,1
510,1,3,1,26.0,0,0,1.75963612115147,1,0,1,6,4,0,78.0,1.75963612115147,1
511,1,3,1,29.0,0,0,0.9420080530223133,3,0,1,6,1,0,87.0,0.9420080530223133,1
513,1,1,1,36.0,0,0,1.4359637487171957,1,1,1,7,3,0,36.0,1.4359637487171957,1
514,1,1,2,54.0,1,0,1.7810369386211318,2,0,3,8,4,1,54.0,0.0,0
515,0,3,1,24.0,0,0,0.9292042801123058,1,0,1,5,1,0,72.0,0.9292042801123058,1
516,0,1,1,47.0,0,0,1.544326062695947,1,1,1,8,4,0,47.0,1.544326062695947,1
517,1,2,2,34.0,0,0,1.0606978403536116,1,1,3,6,2,0,68.0,1.0606978403536116,1
519,1,2,2,36.0,1,0,1.4313637641589874,1,0,3,7,3,1,72.0,0.0,0
520,0,3,1,32.0,0,0,0.9491850103134346,1,0,1,6,1,0,96.0,0.9491850103134346,1
521,1,1,2,30.0,0,0,1.975431808509263,1,1,2,6,4,0,30.0,1.975431808509263,1
522,0,3,1,22.0,0,0,0.9491850103134346,1,0,1,5,1,0,66.0,0.9491850103134346,1
524,1,1,2,44.0,0,1,1.770698877440231,2,1,3,7,4,1,44.0,0.0,0
526,0,3,1,40.5,0,0,0.9420080530223133,3,0,1,7,1,0,121.5,0.9420080530223133,1
527,1,2,2,50.0,0,0,1.0606978403536116,1,0,2,8,2,0,100.0,1.0606978403536116,1
529,0,3,1,39.0,0,0,0.9506082247842308,1,0,1,7,1,0,117.0,0.9506082247842308,1
530,0,2,1,23.0,2,1,1.0969100130080565,1,0,1,5,2,3,46.0,0.0,0
531,1,2,2,2.0,1,1,1.4313637641589874,1,0,2,2,3,2,4.0,0.0,0
533,0,3,1,17.0,1,1,0.9153576174148317,2,0,1,4,1,2,51.0,0.0,0
535,0,3,2,30.0,0,0,0.9850895069263813,1,0,2,6,2,0,90.0,0.9850895069263813,1
536,1,2,2,7.0,0,2,1.4353665066126613,1,0,2,3,3,2,14.0,0.0,0
537,0,1,1,45.0,0,0,1.440121603187804,1,1,5,8,3,0,45.0,1.440121603187804,1
538,1,1,2,30.0,0,0,2.031105362355941,2,0,2,6,4,0,30.0,2.031105362355941,1
540,1,1,2,22.0,0,2,1.7032913781186614,2,1,2,5,4,2,22.0,0.0,0
541,1,1,2,36.0,0,2,1.8573324964312685,1,1,2,7,4,2,36.0,0.0,0
542,0,3,2,9.0,4,2,1.5088662509384578,1,0,2,3,3,6,27.0,0.0,0
543,0,3,2,11.0,4,2,1.5088662509384578,1,0,2,3,3,6,33.0,0.0,0
544,1,2,1,32.0,1,0,1.4313637641589874,1,0,1,6,3,1,64.0,0.0,0
545,0,1,1,50.0,1,0,2.031105362355941,2,1,1,8,4,1,50.0,1.0,0
546,0,1,1,64.0,0,0,1.4313637641589874,1,0,1,9,3,0,64.0,1.4313637641589874,1
547,1,2,2,19.0,1,0,1.4313637641589874,1,0,3,5,3,1,38.0,0.0,0
549,0,3,1,33.0,1,1,1.3329431601256923,1,0,1,6,3,2,99.0,0.0,0
550,1,2,1,8.0,1,1,1.576916955965207,1,0,4,3,4,2,16.0,0.0,0
551,1,1,1,17.0,0,2,2.048765267412167,2,1,1,4,4,2,17.0,0.0,0
552,0,2,1,27.0,0,0,1.4313637641589874,1,0,1,6,3,0,54.0,1.4313637641589874,1
554,1,3,1,22.0,0,0,0.9151359066220119,2,0,1,5,1,0,66.0,0.9151359066220119,1
555,1,3,2,22.0,0,0,0.9432471251378617,1,0,2,5,1,0,66.0,0.9432471251378617,1
556,0,1,1,62.0,0,0,1.440121603187804,1,0,1,9,3,0,62.0,1.440121603187804,1
557,1,1,2,48.0,1,0,1.608526033577194,2,1,3,8,4,1,48.0,0.0,0
559,1,1,2,39.0,1,1,1.9066043717249803,1,1,3,7,4,2,39.0,0.0,0
560,1,3,2,36.0,1,0,1.2648178230095364,1,0,3,7,3,1,108.0,0.0,0
562,0,3,1,40.0,0,0,0.9491850103134346,1,0,1,7,1,0,120.0,0.9491850103134346,1
563,0,2,1,28.0,0,0,1.1613680022349748,1,0,1,6,2,0,56.0,1.1613680022349748,1
566,0,3,1,24.0,2,0,1.400537989391946,1,0,1,5,3,2,72.0,0.0,0
567,0,3,1,19.0,0,0,0.9491850103134346,1,0,1,5,1,0,57.0,0.9491850103134346,1
568,0,3,2,29.0,0,4,1.3439007122496063,1,0,3,6,3,4,87.0,0.0,0
570,1,3,1,32.0,0,0,0.9471493276626374,1,0,1,6,1,0,96.0,0.9471493276626374,1
571,1,2,1,62.0,0,0,1.0606978403536116,1,0,1,9,2,0,124.0,1.0606978403536116,1
572,1,1,2,53.0,2,0,1.7199872059744314,1,1,3,8,4,2,53.0,0.0,0
573,1,1,1,36.0,0,0,1.4375523905687617,1,1,1,7,3,0,36.0,1.4375523905687617,1
575,0,3,1,16.0,0,0,0.9566485792052033,1,0,1,4,1,0,48.0,0.9566485792052033,1
576,0,3,1,19.0,0,0,1.1903316981702914,1,0,1,5,2,0,57.0,1.1903316981702914,1
577,1,2,2,34.0,0,0,1.146128035678238,1,0,2,6,2,0,68.0,1.146128035678238,1
578,1,1,2,39.0,1,0,1.7551122663950711,1,1,3,7,4,1,39.0,0.0,0
580,1,3,1,32.0,0,0,0.9506082247842308,1,0,1,6,1,0,96.0,0.9506082247842308,1
581,1,2,2,25.0,1,1,1.4913616938342726,1,0,2,6,3,2,50.0,0.0,0
582,1,1,2,39.0,1,1,2.048765267412167,2,1,3,7,4,2,39.0,0.0,0
583,0,2,1,54.0,0,0,1.4313637641589874,1,0,1,8,3,0,108.0,1.4313637641589874,1
584,0,1,1,36.0,0,0,1.6141059109580307,2,1,1,7,4,0,36.0,1.6141059109580307,1
586,1,1,2,18.0,0,2,1.9066043717249803,1,1,2,4,4,2,18.0,0.0,0
587,0,2,1,47.0,0,0,1.2041199826559248,1,0,1,8,2,0,94.0,1.2041199826559248,1
588,1,1,1,60.0,1,1,1.9041743682841634,2,1,1,9,4,2,60.0,0.0,0
589,0,3,1,22.0,0,0,0.9566485792052033,1,0,1,5,1,0,66.0,0.9566485792052033,1
591,0,3,1,35.0,0,0,0.909823369650912,1,0,1,7,1,0,105.0,0.909823369650912,1
592,1,1,2,52.0,1,0,1.8990907781931157,2,1,3,8,4,1,52.0,0.0,0
593,0,3,1,47.0,0,0,0.9164539485499251,1,0,1,8,1,0,141.0,0.9164539485499251,1
595,0,2,1,37.0,1,0,1.4313637641589874,1,0,1,7,3,1,74.0,0.0,0
596,0,3,1,36.0,1,1,1.400537989391946,1,0,1,7,3,2,108.0,0.0,0
598,0,3,1,49.0,0,0,0.0,1,0,1,8,1,0,147.0,0.0,1
600,1,1,1,49.0,1,0,1.7628975309505581,2,1,1,8,4,1,49.0,0.0,0
601,1,2,2,24.0,2,1,1.4471580313422192,1,0,3,5,3,3,48.0,0.0,0
604,0,3,1,44.0,0,0,0.9566485792052033,1,0,1,7,1,0,132.0,0.9566485792052033,1
605,1,1,1,35.0,0,0,1.440121603187804,2,0,1,7,3,0,35.0,1.440121603187804,1
606,0,3,1,36.0,1,0,1.2187979981117376,1,0,1,7,2,1,108.0,0.0,0
607,0,3,1,30.0,0,0,0.9491850103134346,1,0,1,6,1,0,90.0,0.9491850103134346,1
608,1,1,1,27.0,0,0,1.4983105537896004,1,0,1,6,3,0,27.0,1.4983105537896004,1
609,1,2,2,22.0,1,2,1.6291974974299364,2,0,3,5,4,3,44.0,0.0,0
610,1,1,2,40.0,0,0,2.1888230596841365,1,1,2,7,4,0,40.0,2.1888230596841365,1
611,0,3,2,39.0,1,5,1.5088662509384578,1,0,3,7,3,6,117.0,0.0,0
615,0,3,1,35.0,0,0,0.9566485792052033,1,0,1,7,1,0,105.0,0.9566485792052033,1
616,1,2,2,24.0,1,2,1.8195439355418688,1,0,2,5,4,3,48.0,0.0,0
617,0,3,1,34.0,1,1,1.187520720836463,1,0,1,6,2,2,102.0,0.0,0
618,0,3,2,26.0,1,0,1.2329961103921538,1,0,3,6,3,1,78.0,0.0,0
619,1,2,2,4.0,2,1,1.6020599913279623,1,1,2,2,4,3,8.0,0.0,0
620,0,2,1,26.0,0,0,1.0606978403536116,1,0,1,6,2,0,52.0,1.0606978403536116,1
621,0,3,1,27.0,1,0,1.1890465283525415,2,0,1,6,2,1,81.0,0.0,0
622,1,1,1,42.0,1,0,1.7287935361444735,1,1,1,7,4,1,42.0,0.0,0
623,1,3,1,20.0,1,1,1.2237995553975871,2,0,1,5,2,2,60.0,0.0,0
624,0,3,1,21.0,0,0,0.9471493276626374,1,0,1,5,1,0,63.0,0.9471493276626374,1
625,0,3,1,21.0,0,0,1.2329961103921538,1,0,1,5,3,0,63.0,1.2329961103921538,1
626,0,1,1,61.0,0,0,1.5227154198480362,1,1,1,9,3,0,61.0,1.5227154198480362,1
627,0,2,1,57.0,0,0,1.125481265700594,3,0,6,8,2,0,114.0,1.125481265700594,1
628,1,1,2,21.0,0,0,1.8973977892491294,1,1,2,5,4,0,21.0,1.8973977892491294,1
629,0,3,1,26.0,0,0,0.9491850103134346,1,0,1,6,1,0,78.0,0.9491850103134346,1
632,0,3,1,51.0,0,0,0.9060224097037373,1,0,1,8,1,0,153.0,0.9060224097037373,1
633,1,1,1,32.0,0,0,1.4983105537896004,2,1,6,6,3,0,32.0,1.4983105537896004,1
635,0,3,2,9.0,3,2,1.4608978427565478,1,0,2,3,3,5,27.0,0.0,0
636,1,2,2,28.0,0,0,1.146128035678238,1,0,2,6,2,0,56.0,1.146128035678238,1
637,0,3,1,32.0,0,0,0.9506082247842308,1,0,1,6,1,0,96.0,0.9506082247842308,1
638,0,2,1,31.0,1,1,1.4353665066126613,1,0,1,6,3,2,62.0,0.0,0
639,0,3,2,41.0,0,5,1.6094610059122672,1,0,3,7,4,5,123.0,0.0,0
641,0,3,1,20.0,0,0,0.9471493276626374,1,0,1,5,1,0,60.0,0.9471493276626374,1
642,1,1,2,24.0,0,0,1.8469553250198238,2,1,2,5,4,0,24.0,1.8469553250198238,1
643,0,3,2,2.0,3,2,1.4608978427565478,1,0,2,2,3,5,6.0,0.0,0
645,1,3,2,0.75,2,1,1.3066029982011584,2,0,2,1,3,3,2.25,0.0,0
646,1,1,1,48.0,1,0,1.8905841979078102,2,1,1,8,4,1,48.0,0.0,0
647,0,3,1,19.0,0,0,0.9491850103134346,1,0,1,5,1,0,57.0,0.9491850103134346,1
648,1,1,1,56.0,0,0,1.5622928644564746,2,1,5,8,4,0,56.0,1.5622928644564746,1
650,1,3,2,23.0,0,0,0.9319661147281727,1,0,2,5,1,0,69.0,0.9319661147281727,1
652,1,2,2,18.0,0,1,1.380211241711606,1,0,2,4,3,1,36.0,0.0,0
653,0,3,1,21.0,0,0,0.9746636461924397,1,0,1,5,2,0,63.0,0.9746636461924397,1
655,0,3,2,18.0,0,0,0.8893017025063102,3,0,2,4,1,0,54.0,0.8893017025063102,1
656,0,2,1,24.0,2,0,1.8721562727482928,1,0,1,5,4,2,48.0,0.0,0
658,0,3,2,32.0,1,1,1.2174839442139063,3,0,3,6,2,2,96.0,0.0,0
659,0,2,1,23.0,0,0,1.146128035678238,1,0,1,5,2,0,46.0,1.146128035678238,1
660,0,1,1,58.0,0,2,2.0579512299613683,2,1,1,8,4,2,58.0,0.0,0
661,1,1,1,50.0,2,0,2.1292063577475293,1,0,6,8,4,2,50.0,0.0,0
662,0,3,1,40.0,0,0,0.9151359066220119,2,0,1,7,1,0,120.0,0.9151359066220119,1
663,0,1,1,47.0,0,0,1.4246775029107854,1,1,1,8,3,0,47.0,1.4246775029107854,1
664,0,3,1,36.0,0,0,0.9292042801123058,1,0,1,7,1,0,108.0,0.9292042801123058,1
665,1,3,1,20.0,1,0,0.9506082247842308,1,0,1,5,1,1,60.0,0.0,0
666,0,2,1,32.0,2,0,1.8721562727482928,1,0,1,6,4,2,64.0,0.0,0
667,0,2,1,25.0,0,0,1.146128035678238,1,0,1,6,2,0,50.0,1.146128035678238,1
669,0,3,1,43.0,0,0,0.9566485792052033,1,0,1,7,1,0,129.0,0.9566485792052033,1
671,1,2,2,40.0,1,1,1.6020599913279623,1,0,3,7,4,2,80.0,0.0,0
672,0,1,1,31.0,1,0,1.724275869600789,1,1,1,6,4,1,31.0,0.0,0
674,1,2,1,31.0,0,0,1.146128035678238,1,0,1,6,2,0,62.0,1.146128035678238,1
676,0,3,1,18.0,0,0,0.9432471251378617,1,0,1,4,1,0,54.0,0.9432471251378617,1
677,0,3,1,24.5,0,0,0.9566485792052033,1,0,1,5,1,0,73.5,0.9566485792052033,1
678,1,3,2,18.0,0,0,1.0350973857754964,1,0,2,4,2,0,54.0,1.0350973857754964,1
679,0,3,2,43.0,1,6,1.6803355134145632,1,0,3,7,4,7,129.0,0.0,0
680,1,1,1,36.0,0,1,2.7103959691861146,2,1,1,7,4,1,36.0,1.0,0
682,1,1,1,27.0,0,0,1.8905841979078102,2,1,1,6,4,0,27.0,1.8905841979078102,1
683,0,3,1,20.0,0,0,1.0096633166793794,1,0,1,5,2,0,60.0,1.0096633166793794,1
684,0,3,1,14.0,5,2,1.6803355134145632,1,0,1,4,4,7,42.0,0.0,0
685,0,2,1,60.0,1,1,1.6020599913279623,1,0,1,9,4,2,120.0,0.0,0
686,0,2,1,25.0,1,2,1.6291974974299364,2,0,1,6,4,3,50.0,0.0,0
687,0,3,1,14.0,4,1,1.6094610059122672,1,0,1,4,4,5,42.0,0.0,0
688,0,3,1,19.0,0,0,1.048084276351453,1,0,1,5,2,0,57.0,1.048084276351453,1
689,0,3,1,18.0,0,0,0.9442753457587986,1,0,1,4,1,0,54.0,0.9442753457587986,1
690,1,1,2,15.0,0,1,2.327026699794276,1,1,2,4,4,1,15.0,1.0,0
691,1,1,1,31.0,1,0,1.7634279935629373,1,1,1,6,4,1,31.0,0.0,0
692,1,3,2,4.0,0,1,1.1588658612291007,2,0,2,2,2,1,12.0,0.0,0
694,0,3,1,25.0,0,0,0.9151359066220119,2,0,1,6,1,0,75.0,0.9151359066220119,1
695,0,1,1,60.0,0,0,1.440121603187804,1,0,5,9,3,0,60.0,1.440121603187804,1
696,0,2,1,52.0,0,0,1.1613680022349748,1,0,1,8,2,0,104.0,1.1613680022349748,1
697,0,3,1,44.0,0,0,0.9566485792052033,1,0,1,7,1,0,132.0,0.9566485792052033,1
699,0,1,1,49.0,1,1,2.048765267412167,2,1,1,8,4,2,49.0,0.0,0
700,0,3,1,42.0,0,0,0.9370161074648142,1,1,1,7,1,0,126.0,0.9370161074648142,1
701,1,1,2,18.0,1,0,2.3589337176143736,2,1,3,4,4,1,18.0,1.0,0
702,1,1,1,35.0,0,0,1.4359637487171957,1,1,1,7,3,0,35.0,1.4359637487171957,1
703,0,3,2,18.0,0,1,1.1890465283525415,2,0,2,4,2,1,54.0,0.0,0
704,0,3,1,25.0,0,0,0.9415958981751185,3,0,1,6,1,0,75.0,0.9415958981751185,1
705,0,3,1,26.0,1,0,0.9471493276626374,1,0,1,6,1,1,78.0,0.0,0
706,0,2,1,39.0,0,0,1.4313637641589874,1,0,1,7,3,0,78.0,1.4313637641589874,1
707,1,2,2,45.0,0,0,1.1613680022349748,1,0,3,8,2,0,90.0,1.1613680022349748,1
708,1,1,1,42.0,0,0,1.4359637487171957,1,1,1,7,3,0,42.0,1.4359637487171957,1
709,1,1,2,22.0,0,0,2.183412211978426,1,0,2,5,4,0,22.0,2.183412211978426,1
711,1,1,2,24.0,0,0,1.703327496157813,2,1,3,5,4,0,24.0,1.703327496157813,1
713,1,1,1,48.0,1,0,1.724275869600789,1,1,1,8,4,1,48.0,0.0,0
714,0,3,1,29.0,0,0,1.020498014154877,1,0,1,6,2,0,87.0,1.020498014154877,1
