PassengerId,Survived,Pclass,Sex,SibSp,Parch,Embarked,Cabin_Codes,Title,Total_Members,Age_Group,Fare_Group,Age_Class,fare_per_person,Alone
462,0,3,0,0,0,0,0,0,0,5,1,102,8,1
463,0,1,0,0,0,0,2,0,0,6,3,47,38,1
464,0,2,0,0,0,0,0,0,0,6,1,96,13,1
465,0,3,0,0,0,0,0,0,0,4,1,96,8,1
466,0,3,0,0,0,0,0,0,0,5,0,114,7,1
467,0,2,0,0,0,0,0,0,0,4,0,64,0,1
468,0,1,0,0,0,0,0,0,0,6,2,56,26,1
469,0,3,0,0,0,2,0,0,0,4,0,96,7,1
470,1,3,1,2,1,1,0,1,3,0,2,0,4,0
471,0,3,0,0,0,0,0,0,0,4,0,96,7,1
472,0,3,0,0,0,0,0,0,0,5,1,114,8,1
473,1,2,1,1,2,0,0,2,3,5,2,66,6,0
474,1,2,1,0,0,1,4,2,0,2,1,46,13,1
475,0,3,1,0,0,0,0,1,0,2,1,66,9,1
476,0,1,0,0,0,0,5,0,0,4,3,32,52,1
477,0,2,0,1,0,0,0,0,1,5,2,68,10,0
478,0,3,0,1,0,0,0,0,1,3,0,87,3,0
479,0,3,0,0,0,0,0,0,0,2,0,66,7,1
480,1,3,1,0,1,0,0,1,1,0,1,6,6,0
481,0,3,0,5,2,0,0,3,7,0,3,27,5,0
482,0,2,0,0,0,0,0,0,0,4,0,64,0,1
483,0,3,0,0,0,0,0,0,0,6,1,150,8,1
484,1,3,1,0,0,0,0,2,0,6,1,189,9,1
485,1,1,0,1,0,1,6,0,1,3,3,25,45,0
486,0,3,1,3,1,0,0,1,4,2,2,63,5,0
487,1,1,1,1,0,0,1,2,1,5,3,35,45,0
488,0,1,0,0,0,1,6,0,0,6,2,58,29,1
489,0,3,0,0,0,0,0,0,0,3,1,90,8,1
490,1,3,0,1,1,0,0,3,2,0,2,27,5,0
491,0,3,0,1,0,0,0,0,1,4,2,96,9,0
492,0,3,0,0,0,0,0,0,0,2,0,63,7,1
493,0,1,0,0,0,0,1,0,0,6,2,55,30,1
494,0,1,0,0,0,1,0,0,0,7,3,71,49,1
495,0,3,0,0,0,0,0,0,0,2,1,63,8,1
496,0,3,0,0,0,1,0,0,0,4,1,96,14,1
497,1,1,1,1,0,1,4,1,1,6,3,54,39,0
498,0,3,0,0,0,0,0,0,0,4,2,96,15,1
499,0,1,1,1,2,0,1,2,3,3,3,25,37,0
500,0,3,0,0,0,0,0,0,0,2,0,72,7,1
501,0,3,0,0,0,0,0,0,0,1,1,51,8,1
502,0,3,1,0,0,2,0,1,0,2,0,63,7,1
503,0,3,1,0,0,2,0,1,0,2,0,63,7,1
504,0,3,1,0,0,0,0,1,0,5,1,111,9,1
505,1,1,1,0,0,0,6,1,0,1,3,16,86,1
506,0,1,0,1,0,1,1,0,1,1,3,18,54,0
507,1,2,1,0,2,0,0,2,2,5,2,66,8,0
508,1,1,0,0,0,0,0,0,0,4,2,32,26,1
509,0,3,0,0,0,0,0,0,0,3,2,84,22,1
510,1,3,0,0,0,0,0,0,0,3,3,78,56,1
511,1,3,0,0,0,2,0,0,0,3,0,87,7,1
512,0,3,0,0,0,0,0,0,0,4,1,96,8,1
513,1,1,0,0,0,0,2,0,0,5,2,36,26,1
514,1,1,1,1,0,1,0,2,1,6,3,54,29,0
515,0,3,0,0,0,0,0,0,0,2,0,72,7,1
516,0,1,0,0,0,0,4,0,0,6,3,47,34,1
517,1,2,1,0,0,0,7,2,0,5,1,68,10,1
518,0,3,0,0,0,2,0,0,0,4,2,96,24,1
519,1,2,1,1,0,0,0,2,1,5,2,72,13,0
520,0,3,0,0,0,0,0,0,0,4,0,96,7,1
521,1,1,1,0,0,0,6,1,0,3,3,30,93,1
522,0,3,0,0,0,0,0,0,0,2,0,66,7,1
523,0,3,0,0,0,1,0,0,0,4,0,96,7,1
524,1,1,1,0,1,1,6,2,1,6,3,44,28,0
525,0,3,0,0,0,1,0,0,0,4,0,96,7,1
526,0,3,0,0,0,2,0,0,0,5,0,120,7,1
527,1,2,1,0,0,0,0,1,0,6,1,100,10,1
528,0,1,0,0,0,0,1,0,0,4,3,32,221,1
529,0,3,0,0,0,0,0,0,0,5,0,117,7,1
530,0,2,0,2,1,0,0,0,3,2,1,46,2,0
531,1,2,1,1,1,0,0,1,2,0,2,4,8,0
532,0,3,0,0,0,1,0,0,0,4,0,96,7,1
533,0,3,0,1,1,1,0,0,2,1,0,51,2,0
534,1,3,1,0,2,1,0,2,2,5,2,114,7,0
535,0,3,1,0,0,0,0,1,0,3,1,90,8,1
536,1,2,1,0,2,0,0,1,2,0,2,14,8,0
537,0,1,0,0,0,0,6,4,0,6,2,45,26,1
538,1,1,1,0,0,1,0,1,0,3,3,30,106,1
539,0,3,0,0,0,0,0,0,0,4,1,96,14,1
540,1,1,1,0,2,1,6,1,2,2,3,22,16,0
541,1,1,1,0,2,0,6,1,2,5,3,36,23,0
542,0,3,1,4,2,0,0,1,6,0,2,27,4,0
543,0,3,1,4,2,0,0,1,6,0,2,33,4,0
544,1,2,0,1,0,0,0,0,1,4,2,64,13,0
545,0,1,0,1,0,1,1,0,1,6,3,50,53,0
546,0,1,0,0,0,0,0,0,0,6,2,64,26,1
547,1,2,1,1,0,0,0,2,1,1,2,38,13,0
548,1,2,0,0,0,1,0,0,0,4,1,64,13,1
549,0,3,0,1,1,0,0,0,2,5,2,99,6,0
550,1,2,0,1,1,0,0,3,2,0,3,16,12,0
551,1,1,0,0,2,1,1,0,2,1,3,17,36,0
552,0,2,0,0,0,0,0,0,0,3,2,54,26,1
553,0,3,0,0,0,2,0,0,0,4,0,96,7,1
554,1,3,0,0,0,1,0,0,0,2,0,66,7,1
555,1,3,1,0,0,0,0,1,0,2,0,66,7,1
556,0,1,0,0,0,0,0,0,0,6,2,62,26,1
557,1,1,1,1,0,1,5,2,1,6,3,48,19,0
558,0,1,0,0,0,1,0,0,0,4,3,32,227,1
559,1,1,1,1,1,0,2,2,2,5,3,39,26,0
560,1,3,1,1,0,0,0,2,1,5,2,108,8,0
561,0,3,0,0,0,2,0,0,0,4,0,96,7,1
562,0,3,0,0,0,0,0,0,0,5,0,120,7,1
563,0,2,0,0,0,0,0,0,0,3,1,56,13,1
564,0,3,0,0,0,0,0,0,0,4,1,96,8,1
565,0,3,1,0,0,0,0,1,0,2,1,63,8,1
566,0,3,0,2,0,0,0,0,2,2,2,72,8,0
567,0,3,0,0,0,0,0,0,0,1,0,57,7,1
568,0,3,1,0,4,0,0,2,4,3,2,87,4,0
569,0,3,0,0,0,1,0,0,0,4,0,96,7,1
570,1,3,0,0,0,0,0,0,0,4,0,96,7,1
571,1,2,0,0,0,0,0,0,0,6,1,124,10,1
572,1,1,1,2,0,0,1,2,2,6,3,53,17,0
573,1,1,0,0,0,0,2,0,0,5,2,36,26,1
574,1,3,1,0,0,2,0,1,0,2,0,63,7,1
575,0,3,0,0,0,0,0,0,0,1,1,48,8,1
576,0,3,0,0,0,0,0,0,0,1,1,57,14,1
577,1,2,1,0,0,0,0,1,0,5,1,68,13,1
578,1,1,1,1,0,0,2,2,1,5,3,39,27,0
579,0,3,1,1,0,1,0,2,1,5,1,114,7,0
580,1,3,0,0,0,0,0,0,0,4,0,96,7,1
581,1,2,1,1,1,0,0,1,2,3,2,50,10,0
582,1,1,1,1,1,1,1,2,2,5,3,39,36,0
583,0,2,0,0,0,0,0,0,0,6,2,108,26,1
584,0,1,0,0,0,1,5,0,0,5,3,36,40,1
585,0,3,0,0,0,1,0,0,0,4,1,96,8,1
586,1,1,1,0,2,0,2,1,2,1,3,18,26,0
587,0,2,0,0,0,0,0,0,0,6,2,94,15,1
588,1,1,0,1,1,1,6,0,2,6,3,60,26,0
589,0,3,0,0,0,0,0,0,0,2,1,66,8,1
590,0,3,0,0,0,0,0,0,0,4,1,96,8,1
591,0,3,0,0,0,0,0,0,0,5,0,105,7,1
592,1,1,1,1,0,1,4,2,1,6,3,52,39,0
593,0,3,0,0,0,0,0,0,0,6,0,141,7,1
594,0,3,1,0,2,2,0,1,2,2,0,63,2,0
595,0,2,0,1,0,0,0,0,1,5,2,74,13,0
596,0,3,0,1,1,0,0,0,2,5,2,108,8,0
597,1,2,1,0,0,0,0,1,0,2,3,42,33,1
598,0,3,0,0,0,0,0,0,0,6,0,147,0,1
599,0,3,0,0,0,1,0,0,0,4,0,96,7,1
600,1,1,0,1,0,1,5,0,1,6,3,49,28,0
601,1,2,1,2,1,0,0,2,3,2,2,48,6,0
602,0,3,0,0,0,0,0,0,0,4,0,96,7,1
603,0,1,0,0,0,0,0,0,0,4,3,32,42,1
604,0,3,0,0,0,0,0,0,0,6,1,132,8,1
605,1,1,0,0,0,1,0,0,0,5,2,35,26,1
606,0,3,0,1,0,0,0,0,1,5,2,108,7,0
607,0,3,0,0,0,0,0,0,0,3,0,90,7,1
608,1,1,0,0,0,0,0,0,0,3,2,27,30,1
609,1,2,1,1,2,1,0,2,3,2,3,44,10,0
610,1,1,1,0,0,0,1,1,0,5,3,40,153,1
611,0,3,1,1,5,0,0,2,6,5,2,117,4,0
612,0,3,0,0,0,0,0,0,0,4,0,96,7,1
613,1,3,1,1,0,2,0,1,1,2,2,63,7,0
614,0,3,0,0,0,2,0,0,0,4,0,96,7,1
615,0,3,0,0,0,0,0,0,0,5,1,105,8,1
616,1,2,1,1,2,0,0,1,3,2,3,48,16,0
617,0,3,0,1,1,0,0,0,2,5,1,102,4,0
618,0,3,1,1,0,0,0,2,1,3,2,78,8,0
619,1,2,1,2,1,0,7,1,3,0,3,8,9,0
620,0,2,0,0,0,0,0,0,0,3,1,52,10,1
621,0,3,0,1,0,1,0,0,1,3,1,81,7,0
622,1,1,0,1,0,0,4,0,1,6,3,42,26,0
623,1,3,0,1,1,1,0,0,2,1,2,60,5,0
624,0,3,0,0,0,0,0,0,0,2,0,63,7,1
625,0,3,0,0,0,0,0,0,0,2,2,63,16,1
626,0,1,0,0,0,0,4,0,0,6,3,61,32,1
627,0,2,0,0,0,2,0,4,0,6,1,114,12,1
628,1,1,1,0,0,0,4,1,0,2,3,21,77,1
629,0,3,0,0,0,0,0,0,0,3,0,78,7,1
630,0,3,0,0,0,2,0,0,0,4,0,96,7,1
631,1,1,0,0,0,0,5,0,0,7,2,80,30,1
632,0,3,0,0,0,0,0,0,0,6,0,153,7,1
633,1,1,0,0,0,1,6,4,0,4,2,32,30,1
634,0,1,0,0,0,0,0,0,0,4,0,32,0,1
635,0,3,1,3,2,0,0,1,5,0,2,27,4,0
636,1,2,1,0,0,0,0,1,0,3,1,56,13,1
637,0,3,0,0,0,0,0,0,0,4,0,96,7,1
638,0,2,0,1,1,0,0,0,2,4,2,62,8,0
639,0,3,1,0,5,0,0,2,5,6,3,123,6,0
640,0,3,0,1,0,0,0,0,1,4,2,96,8,0
641,0,3,0,0,0,0,0,0,0,1,0,60,7,1
642,1,1,1,0,0,1,6,1,0,2,3,24,69,1
643,0,3,1,3,2,0,0,1,5,0,2,6,4,0
644,1,3,0,0,0,0,0,0,0,4,3,96,56,1
645,1,3,1,2,1,1,0,1,3,0,2,0,4,0
646,1,1,0,1,0,1,4,0,1,6,3,48,38,0
647,0,3,0,0,0,0,0,0,0,1,0,57,7,1
648,1,1,0,0,0,1,5,4,0,6,3,56,35,1
649,0,3,0,0,0,0,0,0,0,4,0,96,7,1
650,1,3,1,0,0,0,0,1,0,2,0,69,7,1
651,0,3,0,0,0,0,0,0,0,4,0,96,7,1
652,1,2,1,0,1,0,0,1,1,1,2,36,11,0
653,0,3,0,0,0,0,0,0,0,2,1,63,8,1
654,1,3,1,0,0,2,0,1,0,2,0,63,7,1
655,0,3,1,0,0,2,0,1,0,1,0,54,6,1
656,0,2,0,2,0,0,0,0,2,2,3,48,24,0
657,0,3,0,0,0,0,0,0,0,4,0,96,7,1
658,0,3,1,1,1,2,0,2,2,4,2,96,5,0
659,0,2,0,0,0,0,0,0,0,2,1,46,13,1
660,0,1,0,0,2,1,4,0,2,6,3,58,37,0
661,1,1,0,2,0,0,0,4,2,6,3,50,44,0
662,0,3,0,0,0,1,0,0,0,5,0,120,7,1
663,0,1,0,0,0,0,2,0,0,6,2,47,25,1
664,0,3,0,0,0,0,0,0,0,5,0,108,7,1
665,1,3,0,1,0,0,0,0,1,1,0,60,3,0
666,0,2,0,2,0,0,0,0,2,4,3,64,24,0
667,0,2,0,0,0,0,0,0,0,3,1,50,13,1
668,0,3,0,0,0,0,0,0,0,4,0,96,7,1
669,0,3,0,0,0,0,0,0,0,6,1,129,8,1
670,1,1,1,1,0,0,1,2,1,5,3,38,26,0
671,1,2,1,1,1,0,0,2,2,5,3,80,13,0
672,0,1,0,1,0,0,6,0,1,4,3,31,26,0
673,0,2,0,0,0,0,0,0,0,7,1,140,10,1
674,1,2,0,0,0,0,0,0,0,4,1,62,13,1
675,0,2,0,0,0,0,0,0,0,4,0,64,0,1
676,0,3,0,0,0,0,0,0,0,1,0,54,7,1
677,0,3,0,0,0,0,0,0,0,2,1,72,8,1
678,1,3,1,0,0,0,0,1,0,1,1,54,9,1
679,0,3,1,1,6,0,0,2,7,6,3,129,5,0
680,1,1,0,0,1,1,6,0,1,5,3,36,256,0
681,0,3,1,0,0,2,0,1,0,2,1,63,8,1
682,1,1,0,0,0,1,4,0,0,3,3,27,76,1
683,0,3,0,0,0,0,0,0,0,1,1,60,9,1
684,0,3,0,5,2,0,0,0,7,1,3,42,5,0
685,0,2,0,1,1,0,0,0,2,6,3,120,13,0
686,0,2,0,1,2,1,0,0,3,3,3,50,10,0
687,0,3,0,4,1,0,0,0,5,1,3,42,6,0
688,0,3,0,0,0,0,0,0,0,1,1,57,10,1
689,0,3,0,0,0,0,0,0,0,1,0,54,7,1
690,1,1,1,0,1,0,6,1,1,1,3,15,105,0
691,1,1,0,1,0,0,6,0,1,4,3,31,28,0
692,1,3,1,0,1,1,0,1,1,0,1,12,6,0
693,1,3,0,0,0,0,0,0,0,4,3,96,56,1
694,0,3,0,0,0,1,0,0,0,3,0,75,7,1
695,0,1,0,0,0,0,0,4,0,6,2,60,26,1
696,0,2,0,0,0,0,0,0,0,6,1,104,13,1
697,0,3,0,0,0,0,0,0,0,6,1,132,8,1
698,1,3,1,0,0,2,0,1,0,2,0,63,7,1
699,0,1,0,1,1,1,1,0,2,6,3,49,36,0
700,0,3,0,0,0,0,7,0,0,6,0,126,7,1
701,1,1,1,1,0,1,1,2,1,1,3,18,113,0
702,1,1,0,0,0,0,2,0,0,5,2,35,26,1
703,0,3,1,0,1,1,0,1,1,1,1,54,7,0
704,0,3,0,0,0,2,0,0,0,3,0,75,7,1
705,0,3,0,1,0,0,0,0,1,3,0,78,3,0
706,0,2,0,0,0,0,0,0,0,5,2,78,26,1
707,1,2,1,0,0,0,0,2,0,6,1,90,13,1
708,1,1,0,0,0,0,2,0,0,6,2,42,26,1
709,1,1,1,0,0,0,0,1,0,2,3,22,151,1
710,1,3,0,1,1,1,0,3,2,0,2,21,5,0
711,1,1,1,0,0,1,1,2,0,2,3,24,49,1
712,0,1,0,0,0,0,1,0,0,4,2,32,26,1
713,1,1,0,1,0,0,1,0,1,6,3,48,26,0
714,0,3,0,0,0,0,0,0,0,3,1,87,9,1
715,0,2,0,0,0,0,0,0,0,6,1,104,13,1
716,0,3,0,0,0,0,7,0,0,1,0,57,7,1
717,1,1,1,0,0,1,1,1,0,5,3,38,227,1
718,1,2,1,0,0,0,2,1,0,3,1,54,10,1
719,0,3,0,0,0,2,0,0,0,4,2,96,15,1
720,0,3,0,0,0,0,0,0,0,5,0,99,7,1
721,1,2,1,0,1,0,0,1,1,0,3,12,16,0
722,0,3,0,1,0,0,0,0,1,1,0,51,3,0
723,0,2,0,0,0,0,0,0,0,5,1,68,13,1
724,0,2,0,0,0,0,0,0,0,6,1,100,13,1
725,1,1,0,1,0,0,2,0,1,3,3,27,26,0
726,0,3,0,0,0,0,0,0,0,1,1,60,8,1
727,1,2,1,3,0,0,0,2,3,3,2,60,5,0
728,1,3,1,0,0,2,0,1,0,2,0,63,7,1
729,0,2,0,1,0,0,0,0,1,3,2,50,13,0
730,0,3,1,1,0,0,0,1,1,3,0,75,3,0
731,1,1,1,0,0,0,6,1,0,3,3,29,211,1
732,0,3,0,0,0,1,0,0,0,0,2,33,18,1
733,0,2,0,0,0,0,0,0,0,4,0,64,0,1
734,0,2,0,0,0,0,0,0,0,2,1,46,13,1
735,0,2,0,0,0,0,0,0,0,2,1,46,13,1
736,0,3,0,0,0,0,0,0,0,3,2,84,16,1
737,0,3,1,1,3,0,0,2,4,6,3,144,6,0
738,1,1,0,0,0,1,6,0,0,5,3,35,512,1
739,0,3,0,0,0,0,0,0,0,4,0,96,7,1
740,0,3,0,0,0,0,0,0,0,4,0,96,7,1
741,1,1,0,0,0,0,4,0,0,4,2,32,30,1
742,0,1,0,1,0,0,1,0,1,5,3,36,39,0
743,1,1,1,2,2,1,6,1,4,2,3,21,52,0
744,0,3,0,1,0,0,0,0,1,2,2,72,8,0
745,1,3,0,0,0,0,0,0,0,4,0,93,7,1
746,0,1,0,1,1,0,6,4,2,7,3,70,23,0
747,0,3,0,1,1,0,0,0,2,1,2,48,6,0
748,1,2,1,0,0,0,0,1,0,3,1,60,13,1
749,0,1,0,1,0,0,4,0,1,1,3,19,26,0
750,0,3,0,0,0,2,0,0,0,4,0,93,7,1
751,1,2,1,1,1,0,0,1,2,0,2,8,7,0
752,1,3,0,0,1,0,2,3,1,0,1,18,6,0
753,0,3,0,0,0,0,0,0,0,5,1,99,9,1
754,0,3,0,0,0,0,0,0,0,2,0,69,7,1
755,1,2,1,1,2,0,0,2,3,6,3,96,16,0
756,1,2,0,1,1,0,0,3,2,0,1,0,4,0
757,0,3,0,0,0,0,0,0,0,3,0,84,7,1
758,0,2,0,0,0,0,0,0,0,1,1,36,11,1
759,0,3,0,0,0,0,0,0,0,5,1,102,8,1
760,1,1,1,0,0,0,6,4,0,5,3,33,86,1
761,0,3,0,0,0,0,0,0,0,4,1,96,14,1
762,0,3,0,0,0,0,0,0,0,6,0,123,7,1
763,1,3,0,0,0,1,0,0,0,1,0,60,7,1
764,1,1,1,1,2,0,6,2,3,5,3,36,30,0
765,0,3,0,0,0,0,0,0,0,1,0,48,7,1
766,1,1,1,1,0,0,4,2,1,6,3,51,38,0
767,0,1,0,0,0,1,0,4,0,6,3,44,39,1
768,0,3,1,0,0,2,0,1,0,3,0,90,7,1
769,0,3,0,1,0,2,0,0,1,4,2,96,12,0
770,0,3,0,0,0,0,0,0,0,4,1,96,8,1
771,0,3,0,0,0,0,0,0,0,2,1,72,9,1
772,0,3,0,0,0,0,0,0,0,6,0,144,7,1
773,0,2,1,0,0,0,2,2,0,6,1,114,10,1
774,0,3,0,0,0,1,0,0,0,4,0,96,7,1
775,1,2,1,1,3,0,0,2,4,6,2,108,4,0
776,0,3,0,0,0,0,0,0,0,1,0,54,7,1
777,0,3,0,0,0,2,7,0,0,4,0,96,7,1
778,1,3,1,0,0,0,0,1,0,0,1,15,12,1
779,0,3,0,0,0,2,0,0,0,4,0,96,7,1
780,1,1,1,0,1,0,6,2,1,6,3,43,105,0
781,1,3,1,0,0,1,0,1,0,1,0,39,7,1
782,1,1,1,1,0,0,6,2,1,1,3,17,28,0
783,0,1,0,0,0,0,4,0,0,3,2,29,30,1
784,0,3,0,1,2,0,0,0,3,4,2,96,5,0
785,0,3,0,0,0,0,0,0,0,3,0,75,7,1
786,0,3,0,0,0,0,0,0,0,3,0,75,7,1
787,1,3,1,0,0,0,0,1,0,1,0,54,7,1
788,0,3,0,4,1,2,0,3,5,0,2,24,4,0
789,1,3,0,1,2,0,0,3,3,0,2,3,5,0
790,0,1,0,0,0,1,6,0,0,6,3,46,79,1
791,0,3,0,0,0,2,0,0,0,4,0,96,7,1
792,0,2,0,0,0,0,0,0,0,1,2,32,26,1
793,0,3,1,8,2,0,0,1,10,2,3,63,6,0
794,0,1,0,0,0,1,0,0,0,4,2,32,30,1
795,0,3,0,0,0,0,0,0,0,3,0,75,7,1
796,0,2,0,0,0,0,0,0,0,5,1,78,13,1
797,1,1,1,0,0,0,4,4,0,6,2,49,25,1
798,1,3,1,0,0,0,0,2,0,4,1,93,8,1
799,0,3,0,0,0,1,0,0,0,3,0,90,7,1
800,0,3,1,1,1,0,0,2,2,3,2,90,8,0
801,0,2,0,0,0,0,0,0,0,5,1,68,13,1
802,1,2,1,1,1,0,0,2,2,4,2,62,8,0
803,1,1,0,1,2,0,6,3,3,0,3,11,30,0
804,1,3,0,0,1,1,0,3,1,0,1,0,4,0
805,1,3,0,0,0,0,0,0,0,3,0,81,6,1
806,0,3,0,0,0,0,0,0,0,4,0,93,7,1
807,0,1,0,0,0,0,5,0,0,5,0,39,0,1
808,0,3,1,0,0,0,0,1,0,1,0,54,7,1
809,0,2,0,0,0,0,0,0,0,5,1,78,13,1
810,1,1,1,1,0,0,2,2,1,5,3,33,26,0
811,0,3,0,0,0,0,0,0,0,3,0,78,7,1
812,0,3,0,0,0,0,0,0,0,5,2,117,24,1
813,0,2,0,0,0,0,0,0,0,5,1,70,10,1
814,0,3,1,4,2,0,0,1,6,0,2,18,4,0
815,0,3,0,0,0,0,0,0,0,3,1,90,8,1
816,0,1,0,0,0,0,6,0,0,4,0,32,0,1
817,0,3,1,0,0,0,0,1,0,2,0,69,7,1
818,0,2,0,1,1,1,0,0,2,4,3,62,12,0
819,0,3,0,0,0,0,0,0,0,6,0,129,6,1
820,0,3,0,3,2,0,0,3,5,0,2,30,4,0
821,1,1,1,1,1,0,6,2,2,6,3,52,31,0
822,1,3,0,0,0,0,0,0,0,3,1,81,8,1
823,0,1,0,0,0,0,0,4,0,5,0,38,0,1
824,1,3,1,0,1,0,2,2,1,3,1,81,6,0
825,0,3,0,4,1,0,0,3,5,0,3,6,6,0
826,0,3,0,0,0,2,0,0,0,4,0,96,6,1
827,0,3,0,0,0,0,0,0,0,4,3,96,56,1
828,1,2,0,0,2,1,0,3,2,0,3,2,12,0
829,1,3,0,0,0,2,0,0,0,4,0,96,7,1
830,1,1,1,0,0,2,6,2,0,6,3,62,80,1
831,1,3,1,1,0,1,0,2,1,1,1,45,7,0
832,1,2,0,1,1,0,0,3,2,0,2,0,6,0
833,0,3,0,0,0,1,0,0,0,4,0,96,7,1
834,0,3,0,0,0,0,0,0,0,2,0,69,7,1
835,0,3,0,0,0,0,0,0,0,1,1,54,8,1
836,1,1,1,1,1,1,2,1,2,5,3,39,27,0
837,0,3,0,0,0,0,0,0,0,2,1,63,8,1
838,0,3,0,0,0,0,0,0,0,4,1,96,8,1
839,1,3,0,0,0,0,0,0,0,4,3,96,56,1
840,1,1,0,0,0,1,1,0,0,4,2,32,29,1
841,0,3,0,0,0,0,0,0,0,1,0,60,7,1
842,0,2,0,0,0,0,0,0,0,1,1,32,10,1
843,1,1,1,0,0,1,0,1,0,3,2,30,31,1
844,0,3,0,0,0,1,0,0,0,5,0,102,6,1
845,0,3,0,0,0,0,0,0,0,1,1,51,8,1
846,0,3,0,0,0,0,0,0,0,6,0,126,7,1
847,0,3,0,8,2,0,0,0,10,4,3,96,6,0
848,0,3,0,0,0,1,0,0,0,5,0,105,7,1
849,0,2,0,0,1,0,0,4,1,3,3,56,16,0
850,1,1,1,1,0,1,1,2,1,5,3,38,44,0
851,0,3,0,4,2,0,0,3,6,0,2,12,4,0
852,0,3,0,0,0,0,0,0,0,7,0,222,7,1
853,0,3,1,1,1,1,0,1,2,0,2,27,5,0
854,1,1,1,0,1,0,4,1,1,1,3,16,19,0
855,0,2,1,1,0,0,0,2,1,6,2,88,13,0
856,1,3,1,0,1,0,0,2,1,1,1,54,4,0
857,1,1,1,1,1,0,0,2,2,6,3,45,54,0
858,1,1,0,0,0,0,2,0,0,6,2,51,26,1
859,1,3,1,0,3,1,0,2,3,2,2,72,4,0
860,0,3,0,0,0,1,0,0,0,4,0,96,7,1
861,0,3,0,2,0,0,0,0,2,6,1,123,4,0
862,0,2,0,1,0,0,0,0,1,2,1,42,5,0
863,1,1,1,0,0,0,4,2,0,6,2,48,25,1
864,0,3,1,8,2,0,0,1,10,2,3,63,6,0
865,0,2,0,0,0,0,0,0,0,2,1,48,13,1
866,1,2,1,0,0,0,0,2,0,6,1,84,13,1
867,1,2,1,1,0,1,0,1,1,3,1,54,6,0
868,0,1,0,0,0,0,5,0,0,4,3,31,50,1
869,0,3,0,0,0,0,0,0,0,4,1,96,9,1
870,1,3,0,1,1,0,0,3,2,0,1,12,3,0
871,0,3,0,0,0,0,0,0,0,3,0,78,7,1
872,1,1,1,1,1,0,4,2,2,6,3,47,17,0
873,0,1,0,0,0,0,6,0,0,5,0,33,5,1
874,0,3,0,0,0,0,0,0,0,6,1,141,9,1
875,1,2,1,1,0,1,0,2,1,3,2,56,12,0
876,1,3,1,0,0,1,0,1,0,1,0,45,7,1
877,0,3,0,0,0,0,0,0,0,1,1,60,9,1
878,0,3,0,0,0,0,0,0,0,1,0,57,7,1
879,0,3,0,0,0,0,0,0,0,4,0,96,7,1
880,1,1,1,0,1,1,1,2,1,6,3,56,41,0
881,1,2,1,0,1,0,0,2,1,3,2,50,13,0
882,0,3,0,0,0,0,0,0,0,5,0,99,7,1
883,0,3,1,0,0,0,0,1,0,2,1,66,10,1
884,0,2,0,0,0,0,0,0,0,3,1,56,10,1
885,0,3,0,0,0,0,0,0,0,3,0,75,7,1
886,0,3,1,0,5,2,0,2,5,5,2,117,4,0
887,0,2,0,0,0,0,0,4,0,3,1,54,13,1
888,1,1,1,0,0,0,6,1,0,1,2,19,30,1
889,0,3,1,1,2,0,0,1,3,2,2,63,5,0
890,1,1,0,0,0,1,1,0,0,3,2,26,30,1
891,0,3,0,0,0,2,0,0,0,4,0,96,7,1
