POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,RESALE,LONGITUDE,LATITUDE,Rare_House,City_Type,CITY,CITY_IN,TARGET(PRICE_IN_LACS)
0,1,0,2,1,899.3082243999999,1,3.3442945234003925,4.348326782483079,0,3,15,60,3.152736022363656
0,0,0,4,1,2461.538462,1,2.953868069455292,4.289956986171905,0,0,38,96,5.768320995793773
1,0,0,1,1,450.0,1,3.3508719345487674,4.3488494843492775,0,0,41,60,2.8903717578961645
0,0,0,3,1,1650.302904,1,2.396695371386332,4.3437741875996645,0,1,10,60,4.3694478524670215
0,0,0,3,1,1650.165017,1,2.9200511030339347,4.30173990556287,0,0,46,60,4.700480365792417
0,1,1,2,1,1188.2352939999996,1,3.2902803832324556,4.328285583815363,0,3,24,60,3.6988297849671046
1,0,0,1,1,373.9871182,1,3.145259424181118,4.283818121255578,0,1,16,60,2.8903717578961645
1,0,0,2,1,810.1851852000003,1,2.4202013591896203,4.358834105146109,0,0,9,60,3.5553480614894135
0,0,0,2,1,1090.1162789999996,1,3.412070257137172,4.357300241512953,0,1,11,60,3.80666248977032
0,0,0,3,1,1440.057602,1,2.9464477497089483,4.291364784625936,0,0,38,60,4.787491742782046
0,1,0,2,1,632.4278437999999,1,3.115340753184367,4.481167875673758,0,0,29,70,3.3945083935113587
1,0,0,2,1,1190.040278,1,2.567392524343429,4.352318433772913,0,0,4,60,4.174387269895637
1,0,0,3,1,1423.2343,1,2.564586599365082,4.353714566311578,0,0,4,60,4.382026634673881
1,0,1,2,1,1145.038168,1,3.3501305177776346,4.349110390526718,0,0,41,80,3.9318256327243257
0,1,1,2,1,1130.022321,1,2.946545495743766,4.292038290000744,0,0,38,60,4.394449154672439
0,1,1,1,1,349.9840916,1,2.9521912733858677,4.289535850386158,0,0,38,60,3.49650756146648
1,0,0,1,1,500.0,1,3.4241908279094426,4.340093632588219,0,1,37,60,3.49650756146648
0,0,0,2,1,1110.149942,1,2.9201355013796153,4.303305345209279,0,0,46,60,4.343805421853683
0,0,1,2,1,930.3112314,1,3.29216070980713,4.327780656455312,0,0,17,67,3.3141860046725258
1,0,1,2,1,1410.078595,1,3.044522437723423,4.343805421853683,0,1,32,60,4.110873864173311
1,1,0,2,1,900.0,1,2.9804425288674787,4.287272807576684,0,1,43,60,3.4499875458315867
1,0,0,1,1,400.0,1,3.351192449961319,4.346927711262276,0,0,17,60,3.4011973816621555
0,0,0,2,1,1075.082365,1,3.352836765223886,4.348475034688998,0,0,41,60,4.127134385045092
0,0,0,2,1,1250.0,1,2.5599365837090904,4.351771749097535,0,0,4,60,4.605170185988092
0,0,0,2,1,1100.046318,1,2.9463007712712295,4.2913556011209,0,0,38,60,4.553876891600541
1,0,0,1,1,519.1434134,1,2.9901562564251356,4.322056860897659,0,2,42,60,2.772588722239781
0,0,0,1,1,650.0171057,1,2.959242495999212,4.288607919921172,0,0,38,60,4.043051267834549
0,0,0,2,1,1073.033331,1,2.947524214928248,4.289084386605024,0,0,31,15,5.075173815233828
1,0,0,3,1,1127.214171,1,3.0956276977669575,4.481582708354572,0,0,29,60,3.7376696182833684
1,0,0,3,1,1540.120129,1,2.5736719738239393,4.3515459063390445,0,0,4,60,4.605170185988092
0,1,0,3,1,1325.069459,1,3.292038624773042,4.393976746809116,0,2,42,60,4.127134385045092
0,1,1,1,1,322.0110107,1,2.9521912733858677,4.289535850386158,0,0,38,60,4.127134385045092
0,0,0,3,1,1496.68591,1,2.9183337087183263,4.301114040425369,0,0,46,60,4.941642422609304
1,0,0,2,1,1080.159181,1,2.8648535309689414,4.362847676105924,0,1,51,60,3.6375861597263857
0,0,0,3,1,1108.29639,1,3.115340753184367,4.481167875673758,0,0,29,70,3.5553480614894135
1,0,1,2,1,1057.216055,1,3.3020125718310047,4.326903713987911,0,0,46,60,4.12552017969055
0,0,1,2,1,1195.135588,1,2.5457088244684436,4.349667930989011,0,0,4,60,4.448516375942715
0,0,1,3,1,1415.177782,1,2.5530169096656707,4.352503844283903,0,0,4,60,4.382026634673881
0,1,1,3,1,1034.040617,0,2.9567315362042583,4.288537046586258,0,0,38,60,5.521460917862246
0,1,1,1,1,715.2223149,1,2.942331496826876,4.287990642747287,0,0,34,36,4.787491742782046
0,0,0,1,1,700.0145836,1,2.955748313201657,4.288014276085156,0,0,31,60,4.564348191467836
1,0,0,2,1,801.0986496,1,2.9190461346287875,4.302005947591224,0,0,46,60,3.5553480614894135
1,0,0,3,1,1199.904008,1,2.3532782073095637,4.333492687678026,0,2,42,60,3.912023005428147
0,0,1,1,1,618.0932759,1,2.5526397503188525,4.352333126234865,0,0,4,60,3.49650756146648
1,0,0,3,1,1250.0,1,2.8622655074125607,4.363168622338477,0,1,51,60,3.624340932976365
0,0,0,3,1,1424.230915,1,3.35177510775345,4.348413114788923,0,0,41,60,4.31748811353631
1,0,0,1,1,665.0199506,1,2.7864679584896126,4.348511680673481,0,0,4,60,3.5553480614894135
0,0,1,2,1,1200.0,1,2.5118002530544965,4.338420050634483,0,2,42,60,3.9889840465642745
0,0,0,3,1,1722.158439,1,3.359054967159892,4.35054564245831,0,2,42,60,4.499809670330263
0,0,0,2,1,1010.037245,1,2.9507349076232554,4.289225803818339,0,0,38,60,5.075173815233828
0,0,0,3,1,1675.041876,1,3.115340753184367,4.481167875673758,0,0,29,60,4.787491742782046
0,1,1,2,1,911.8214975,1,2.925931826065303,4.300483660496476,0,0,46,60,3.7495040759303713
0,0,1,2,1,1119.104716,1,2.9209181521355534,4.301031848917808,0,0,46,60,4.248495242049359
0,0,1,2,1,934.8370927,1,3.2330170448332316,4.419108740520505,0,2,42,60,3.6189933266497696
0,0,0,2,1,830.1776872,1,3.118726772581049,4.482188458017407,0,0,29,60,3.349904087274605
0,0,1,3,1,1540.178571,1,3.339733489006456,4.341035784752522,0,2,42,60,3.5409593240373143
0,1,1,2,1,1151.126459,1,3.34109345759245,4.344714099789901,0,1,19,60,4.941642422609304
1,0,0,3,1,1278.409091,1,3.1506826335518134,4.447053317890954,0,1,50,60,3.58351893845611
0,0,1,3,1,1576.044129,1,2.5646334229440977,4.35364508694623,0,0,4,109,4.605170185988092
1,0,0,2,1,650.0742942,1,3.1040269702891643,4.293196254300252,0,1,56,60,3.5553480614894135
0,0,0,3,1,1908.67714,1,3.4241908279094426,4.340093632588219,0,1,37,60,4.867534450455582
0,1,0,2,1,1319.924576,1,3.0525850851467737,4.288127958229824,0,1,54,60,3.7376696182833684
0,0,1,3,1,1539.942252,1,3.339733489006456,4.341035784752522,0,2,42,60,3.4657359027997265
0,0,1,2,1,1042.83054,1,2.9454473653110362,4.290652381438326,0,0,34,60,4.941642422609304
1,0,0,1,1,737.0554634,1,3.118699448310264,4.482233080905665,0,2,42,60,3.688879454113936
0,0,0,3,1,1640.360767,1,3.355735123864461,4.349202132082888,0,0,17,60,4.063885354737392
0,1,1,3,1,1793.397231,1,3.3519387527802627,4.3488931328000096,0,0,41,60,4.4331949212482815
0,0,0,2,1,965.1368919,1,2.9158939449936208,4.301808792915266,0,0,46,60,3.8918202981106265
0,0,1,2,1,896.8328630000003,1,3.2896083609275286,4.3286489193897095,0,3,24,31,3.353406717825807
0,0,1,3,1,1542.562971,1,2.554121718809473,4.353961466405538,0,0,4,60,4.429625613473161
1,0,0,3,1,1500.081526,1,2.5646334229440977,4.35364508694623,0,0,4,109,4.5217885770490405
1,0,0,2,1,750.0,1,2.300415741652026,4.3344581052547655,0,2,42,60,3.7376696182833684
0,0,0,1,1,641.0256410000002,1,2.9482081301419747,4.291562599568618,0,0,31,60,3.80666248977032
0,0,1,1,1,571.4285714,1,2.9516436995676525,4.288681409331454,0,0,38,60,4.605170185988092
1,0,0,2,1,650.1182033,1,3.106732043684957,4.469099514980477,0,2,42,60,2.8033603809065357
1,0,0,3,1,1428.034573,1,3.1051274739138868,4.285987759435518,0,1,56,60,3.6375861597263857
0,0,1,3,1,1445.783133,1,2.568933717040675,4.350814566541114,0,0,4,60,4.564348191467836
1,0,0,2,1,960.0,1,2.986496302984747,4.452041978258037,0,2,42,60,3.1780538303479458
1,0,0,3,1,1901.140684,1,3.424681687307852,4.339230779308912,0,1,37,60,3.912023005428147
0,0,0,2,1,1092.020967,1,2.9430647722185483,4.290803299830437,0,0,38,60,4.31748811353631
1,0,0,3,1,909.0909091,1,2.5709881640336825,4.352806221422323,0,0,4,60,3.80666248977032
2,0,0,3,1,1614.832536,0,2.2956079089563874,4.334296366740936,0,1,28,60,4.212127597878484
0,0,0,2,1,1275.1801890000004,1,3.0006408567240217,4.370812237725695,0,0,4,60,4.23410650459726
1,0,1,1,1,508.9058524,1,2.570319527636131,4.354141431184346,0,0,4,60,2.8903717578961645
1,0,0,2,1,1208.053691,1,2.5736719738239393,4.3515459063390445,0,0,4,60,4.143134726391533
0,1,0,3,1,1830.161054,1,2.564586599365082,4.353714566311578,0,0,4,60,4.605170185988092
0,1,1,2,1,966.7812142,1,2.9269136190332397,4.3020864207060185,0,0,46,60,3.742420221041966
0,1,1,1,1,624.0358996,1,2.952926802828053,4.288259983016846,0,0,38,60,4.48863636973214
0,0,1,2,1,1119.444444,1,2.5659309524625695,4.35358316484284,0,0,4,60,3.6963514689526367
0,0,1,3,1,2452.984464,1,2.9190461346287875,4.302005947591224,0,0,46,60,5.1929568508902095
0,0,0,1,1,600.0176476,1,2.953868069455292,4.289956986171905,0,0,34,96,4.219507705176107
1,0,0,2,1,1062.134891,1,3.1483227082601895,4.4464025996311625,0,1,50,60,3.688879454113936
1,0,0,2,1,849.2731446,1,3.292130561691592,4.327802866428545,0,3,24,60,2.4069451083182885
0,1,1,1,1,353.0286139,0,3.2133613279405404,4.360323657105379,0,0,31,60,3.6375861597263857
1,0,0,2,1,1110.1622539999996,1,3.350661694954261,4.348809762344896,0,0,41,60,4.174387269895637
0,0,0,2,1,938.0863038999997,1,2.9592549937437194,4.288642723422473,0,0,38,60,4.553876891600541
0,0,0,3,1,1480.090814,1,3.354691207201314,4.3485105690337384,0,0,17,60,4.439705746260558
1,0,0,1,1,520.0594354,1,2.5608201517057148,4.385014454192412,0,0,9,60,3.5553480614894135
0,0,0,2,1,1025.056948,1,2.916501386265096,4.3016390310722485,0,0,46,60,4.499809670330263
0,0,0,2,1,1149.409116,1,2.9464477497089483,4.291364784625936,0,0,38,39,4.403054001865957
0,0,1,2,1,1194.822436,1,2.5646334229440977,4.35364508694623,0,0,4,109,4.276666119016055
1,0,0,3,1,1529.98776,1,2.567958901161469,4.384532579669289,0,0,9,60,5.298317366548036
2,0,1,2,1,756.6666667000003,0,2.7644305345383176,4.2990525513806235,0,0,34,60,3.122364924487357
0,0,0,2,1,1160.092807,1,2.9464477497089483,4.291364784625936,0,0,38,60,4.382026634673881
1,0,0,2,1,930.13642,1,3.115340753184367,4.481167875673758,0,0,29,60,3.80666248977032
1,0,0,2,1,750.0604887000003,1,3.2199136461453493,4.329066346360537,0,2,42,60,3.4339872044851463
1,0,1,2,1,660.0660066,1,2.9244367351060547,4.303105876546175,0,0,46,60,3.4657359027997265
1,0,0,2,1,1213.852196,1,3.1025556936451446,4.291754424213568,0,1,56,60,3.5263605246161616
2,1,1,2,1,560.00448,0,2.947524214928248,4.289084386605024,0,0,34,14,5.703782474656202
1,0,0,2,1,810.0289296,1,3.3182482878705937,4.319349313761451,0,3,24,60,3.7376696182833684
0,0,1,3,1,1852.58179,1,3.423033332511053,4.341496225242729,0,3,8,112,3.8501476017100575
1,0,0,3,1,2000.0,1,3.412070257137172,4.357300241512953,0,1,11,60,4.0943445622221
0,0,1,3,1,1313.333333,0,3.355735123864461,4.349202132082888,0,0,17,60,3.673765816303888
0,0,0,3,1,1359.434475,1,3.290734984623403,4.327614006535299,0,3,24,60,3.218875824868201
1,0,0,2,1,1070.154578,1,3.2931957888357846,4.3284676439547995,0,3,24,60,3.2958368660043287
0,0,0,3,1,1150.180743,1,3.114803368195006,4.481509913158832,0,0,29,60,4.248495242049359
0,0,0,2,1,1150.012778,1,3.206409643916518,4.362064842211598,0,0,31,60,5.1929568508902095
0,0,0,3,1,1648.255304,1,2.923123945602361,4.300850472383287,0,0,46,60,4.543294782270004
1,1,0,2,1,807.847663,1,3.3553673469832654,4.350248800450983,0,0,17,60,3.332204510175204
1,0,1,2,1,656.0962274,1,2.5476310263599626,4.353741222576859,0,0,4,60,3.1780538303479458
1,0,0,2,1,1180.257511,1,3.01506694824017,4.289280801620155,0,2,42,60,3.49650756146648
1,0,1,2,1,1050.119332,1,3.0489946130991217,4.369123027565226,0,1,40,60,3.0910424533583165
0,0,1,3,1,1805.309735,1,3.423033332511053,4.341496225242729,0,3,8,112,3.9318256327243257
0,1,0,3,1,1100.0,0,3.115340753184367,4.481167875673758,0,0,29,70,4.007333185232471
0,0,0,2,1,1200.150943,1,3.4239049684812635,4.341990828422458,0,2,42,60,4.375882799913392
1,0,0,2,1,761.0993658,1,2.9901562564251356,4.322056860897659,0,2,42,60,2.8903717578961645
0,0,0,1,1,660.0264011,1,2.9541235112798057,4.288192489993548,0,0,31,60,4.700480365792417
1,0,0,3,1,1700.078616,1,2.7324175575505043,4.302712827954156,0,1,18,60,4.460144413937834
0,0,1,3,1,2063.888889,1,3.292820469398978,4.3274437117023385,0,3,24,60,4.308110951723712
0,0,1,3,1,1398.199579,1,3.3514035940311397,4.3485439952422125,0,0,41,60,4.290459441148391
0,0,0,3,1,1310.100878,1,2.9530621138948603,4.297664490819728,0,0,46,60,4.605170185988092
1,0,1,2,1,840.1453223999997,1,3.3552236326694844,4.350050323360653,0,0,17,60,3.6109179126442235
1,0,0,2,1,1147.342995,1,2.547727524740598,4.351982173644197,0,0,4,60,3.6375861597263857
2,0,1,1,1,649.9011019999998,0,3.0575373748009174,4.402657962620454,0,2,42,60,3.1354942159291497
1,0,0,3,1,1340.123291,1,3.118699448310264,4.482233080905665,0,1,56,60,3.912023005428147
0,1,1,2,1,1064.773736,1,3.4229948806231905,4.340502336304335,0,1,37,60,3.871201010907892
0,0,0,3,1,1213.139231,1,2.5526397503188525,4.352333126234865,0,0,4,60,4.174387269895637
1,0,0,2,1,849.8583569,1,2.5736719738239393,4.3515459063390445,0,0,4,60,3.4011973816621555
1,0,0,2,1,1200.274348,1,3.055057604598797,4.402523089843276,0,2,42,60,3.5553480614894135
1,0,0,2,1,1000.0,1,2.5563380013199595,4.351224816958599,0,0,4,60,3.912023005428147
0,0,1,2,1,1297.149684,1,2.923123945602361,4.300850472383287,0,0,46,60,4.330733340286331
1,0,0,2,1,936.3811622000003,1,2.7260171576572167,4.303501826491146,0,1,18,60,3.5263605246161616
1,0,0,3,1,1100.110011,1,2.557643348843041,4.3513148566361215,0,0,4,60,4.382026634673881
0,0,1,3,1,1900.23753,1,3.050901524208865,4.3703759406472615,0,1,40,60,4.787491742782046
0,0,0,2,1,712.0058925,1,3.1129294042682574,4.479984068770179,0,0,29,60,3.3672958299864737
1,1,0,2,1,1189.7307449999996,1,2.671153893756791,4.382062734022292,0,2,42,60,3.6375861597263857
0,0,0,3,1,1320.086153,1,2.9190461346287875,4.302005947591224,0,0,46,60,5.247024072160486
0,1,1,2,1,556.2766548999998,1,2.9578471600902323,4.288660769713819,0,0,31,60,5.0106352940962555
1,0,0,2,1,750.1875468999997,1,3.294685573892197,4.327508923753936,0,3,24,60,2.9957322735539917
0,0,0,2,1,746.0398569,1,2.569888677373653,4.383499861442215,0,0,9,60,3.3741687092742367
2,1,1,2,1,527.9898218999998,0,2.7890831875186284,4.300168321452307,0,0,34,60,3.2148678034706624
1,0,0,2,1,1155.115512,1,2.9069010598473755,4.429625613473161,0,2,42,60,3.5553480614894135
0,0,1,2,1,1130.028627,1,2.923123945602361,4.300850472383287,0,0,46,60,4.31748811353631
1,0,1,2,1,900.090009,1,2.9309150469149827,4.301679127428675,0,0,46,60,3.688879454113936
0,0,0,3,1,1360.020529,1,3.115340753184367,4.481167875673758,0,0,29,60,3.970291913552122
0,0,0,4,1,1468.053871,1,2.9190461346287875,4.302005947591224,0,0,46,60,5.4380793089231965
1,0,0,2,1,900.090009,1,2.7890831875186284,4.300168321452307,0,2,42,60,3.4011973816621555
1,0,0,2,1,1000.0,1,2.8039217384674076,4.390525814106056,0,2,42,60,3.4011973816621555
1,0,0,2,1,830.0863967,1,2.5658399607566618,4.383564376742277,0,0,9,60,3.8918202981106265
1,0,0,4,1,1500.0,1,3.529036646488008,4.314899566136414,0,2,42,60,4.499809670330263
1,0,0,2,1,1185.08942,1,3.1231053991669797,4.3295438699890445,0,1,23,60,4.007333185232471
1,0,0,3,1,1200.0,1,2.400005045661628,4.343540542620433,0,1,10,60,3.4011973816621555
1,0,0,2,1,860.0917431,1,2.566228538959917,4.3845874654460415,0,0,9,60,3.80666248977032
0,0,1,2,1,990.4912837000003,1,3.346272941232646,4.347995462528863,0,0,31,60,4.605170185988092
0,0,0,3,1,1532.329495,1,3.354448517621241,4.349428504726637,0,0,17,60,3.949318790171843
1,0,0,3,1,1256.499133,1,3.1688448912626357,4.459103409853308,0,2,42,60,3.3672958299864737
2,1,1,1,1,527.2727273,0,3.127145461866912,4.328911141616598,0,1,23,60,2.4510050981123186
0,0,0,2,1,1130.00932,1,2.9464477497089483,4.291364784625936,0,0,34,39,4.574710978503383
0,1,1,3,1,2484.234665,1,3.4227673352057617,4.340324396081628,0,1,37,60,4.867534450455582
1,0,0,2,1,2400.960384,1,2.6695401153934255,4.381609922861573,0,2,42,60,3.688879454113936
2,1,1,1,1,343.8914027,0,2.945937671355535,4.2948236643314175,0,0,34,60,2.7212954278522306
1,0,1,1,1,364.0145606,1,2.9821397625077593,4.287836538591512,0,1,43,60,2.6390573296152584
0,0,0,3,1,2013.007123,1,2.562632059214069,4.351541138183826,0,0,4,60,5.5606816310155285
0,0,0,3,1,1586.042823,1,2.9463007712712295,4.2913556011209,0,0,31,60,5.1929568508902095
1,0,0,2,1,675.1227496,1,2.5645493543940527,4.349446649000203,0,0,4,60,2.8033603809065357
0,0,0,2,1,850.0,1,3.3584194477612215,4.341351960030687,0,0,38,21,4.442651256490317
0,0,0,1,1,572.0005719999998,1,2.922370945668974,4.300563022159686,0,0,46,60,3.688879454113936
0,0,0,2,1,1040.118871,1,3.0989992593065625,4.325220316194027,0,1,23,60,3.332204510175204
0,0,1,1,1,660.0660066,1,2.9189106227025854,4.301904653024914,0,0,46,60,3.7841896339182615
1,0,0,2,1,850.1563832999999,1,2.8608633582732756,4.363675490216636,0,1,51,60,3.3978584803966405
0,1,0,2,1,703.8712921,1,2.9530804809738753,4.289922310618243,0,0,38,60,4.941642422609304
1,0,0,2,1,1200.0,1,3.22384382389973,4.417831146654869,0,2,42,60,3.871201010907892
1,0,0,2,1,1075.268817,1,3.3529085867861315,4.348943730573436,0,0,41,60,3.688879454113936
0,0,1,1,1,594.0740741000002,1,2.925931826065303,4.300483660496476,0,0,46,60,3.691376334312523
0,0,1,4,1,1679.865611,1,2.562632059214069,4.351541138183826,0,0,4,60,4.941642422609304
0,0,0,1,1,440.0067693,1,2.947524214928248,4.289084386605024,0,0,34,15,4.867534450455582
0,0,0,3,1,1620.264719,1,3.346605741426807,4.348417510064824,0,3,15,60,3.5695326964813705
0,0,0,2,1,871.3775308,1,2.5585566599502783,4.3844346081772425,0,0,9,60,3.7819143200811256
0,0,0,2,1,1021.409456,1,3.3396836146732825,4.3419933915074775,0,1,5,60,3.1311369105601936
0,0,0,1,1,550.0705218999999,1,2.9530621138948603,4.297664490819728,0,0,46,60,3.6635616461296463
1,0,0,2,1,915.0586831,1,2.922209514744916,4.303835337082524,0,0,46,60,3.828641396489095
1,0,1,2,1,600.1846722,1,3.4255647381104497,4.339249605317823,0,1,37,60,2.5649493574615367
0,0,0,3,1,1274.813331,1,3.115340753184367,4.481167875673758,0,0,29,70,4.248495242049359
0,0,0,2,1,1194.137869,1,2.5724824507937556,4.384052082069726,0,0,9,60,4.189654742026425
1,0,1,3,1,2150.265621,1,3.4264973869879793,4.339261033823946,0,1,37,60,4.442651256490317
0,0,0,2,1,992.1259843,1,3.366964706205528,4.344577098060972,0,1,53,60,3.226843994517377
0,0,1,2,1,1015.123265,1,2.9426832282110844,4.288173680100944,0,0,38,60,3.8918202981106265
1,0,0,3,1,1250.0,1,3.242982900211434,4.444313286317947,0,2,42,60,4.31748811353631
1,0,0,3,1,1133.144476,1,3.1210424645194377,4.481306198765705,0,0,29,60,3.332204510175204
1,0,0,2,1,800.0,1,2.5737279434454123,4.384380350011403,0,0,9,60,4.007333185232471
1,1,1,2,1,1000.0,1,2.5530169096656707,4.352503844283903,0,0,4,60,4.007333185232471
0,0,0,2,1,1339.046599,1,3.3475104177145285,4.3483548497032585,0,3,15,60,3.912023005428147
0,0,1,3,1,870.0466661,1,3.3584194477612215,4.341351960030687,0,0,38,21,4.700480365792417
1,0,0,2,1,1100.181206,1,2.818579376196592,4.391103675904802,0,2,42,60,3.7495040759303713
0,0,1,2,1,1762.92222,1,2.563771741266765,4.350911284139343,0,0,4,60,5.521460917862246
0,0,1,3,1,1609.657948,1,3.206409643916518,4.362064842211598,0,0,31,60,5.298317366548036
0,0,0,2,1,1165.048544,1,3.337974687777409,4.341348718315537,0,1,5,60,3.4011973816621555
0,0,0,3,1,1500.0,1,3.355501724563076,4.348602714603719,0,0,17,60,4.356708826689592
1,0,1,2,1,1294.03307,1,3.122634315511112,4.292033270522124,0,2,42,60,2.8903717578961645
0,0,0,3,1,1450.0,1,2.5576760478796383,4.350827978606712,0,0,4,60,4.396915247167632
1,0,0,3,1,1423.211282,1,2.573924346105653,4.385520523928138,0,0,9,60,4.700480365792417
0,1,0,3,1,1450.039547,1,2.951866275753108,4.288305177181666,0,0,31,60,5.393627546352364
0,0,1,2,1,1428.571429,0,3.355735123864461,4.349202132082888,0,0,17,60,3.688879454113936
1,0,1,2,1,964.8370497000003,1,2.5628885431339445,4.35217109803604,0,2,42,60,3.1135153092103742
0,1,1,2,1,660.0224408,0,2.956060710783293,4.2902982089731,0,0,34,9,4.605170185988092
0,0,1,2,1,988.2352941,0,3.3522905706897497,4.348860842433246,0,0,41,60,3.9199911750773233
0,0,1,1,1,710.0344576,1,3.206409643916518,4.362064842211598,0,0,31,60,4.219507705176107
0,0,0,3,1,1700.223714,1,2.563181796245194,4.351506561934859,0,0,4,60,4.330733340286331
0,0,0,3,1,1300.211416,1,3.292820469398978,4.3274437117023385,0,3,24,60,3.6082115510464816
0,0,0,3,1,1264.86213,1,2.953868069455292,4.289956986171905,0,0,34,96,5.0106352940962555
0,1,0,1,1,440.0670578,1,3.0532466990142817,4.37777297568018,0,2,42,60,3.0445224377234235
1,0,0,2,1,1100.038825,1,2.565570010970141,4.352228226854213,0,0,4,60,4.442651256490317
2,0,1,3,1,1812.543074,0,3.2199136461453493,4.329066346360537,0,2,42,60,3.962716119743664
1,0,0,2,1,1235.023041,1,2.7337137892976315,4.318789759361039,0,0,4,60,4.204692619390967
0,0,0,3,1,1400.308325,1,3.3465556805951406,4.348566976728093,0,3,15,60,3.9982007016692
0,0,0,1,1,667.0567583,1,2.946224541994648,4.291490991109519,0,0,38,60,4.043051267834549
1,0,0,3,1,1600.409486,1,2.5549021296063135,4.352511247114906,0,0,4,60,4.541164856012179
1,0,1,3,1,980.0918836,1,3.143538124601014,4.350258129711538,0,1,6,60,3.4657359027997265
2,0,1,1,1,804.9535603999999,0,3.145627224886875,4.350371919039564,0,1,6,60,2.5649493574615367
0,0,0,2,1,1008.130081,1,3.115340753184367,4.481167875673758,0,0,29,60,4.127134385045092
0,0,0,3,1,1886.465905,1,3.34661404945176,4.348244748251822,0,3,15,60,3.9982007016692
0,1,1,2,1,455.6664709,0,2.9572693172304727,4.292164520919905,0,0,31,60,3.658420246629228
0,1,1,3,1,2033.209082,1,3.347431348363562,4.350041921413191,0,0,41,60,4.787491742782046
1,0,0,2,1,850.1335924000001,1,2.5590508415238804,4.353006764557327,0,0,4,60,3.5553480614894135
1,0,0,3,1,1058.028432,1,2.55508012408911,4.316019395497815,0,1,35,60,3.8155121050473024
1,0,0,2,1,800.0,1,3.1472942770766714,4.3489404616935206,0,1,6,60,2.9957322735539917
1,1,0,2,1,1185.344828,1,3.347367539622608,4.345068260500836,0,1,5,60,3.49650756146648
0,0,0,2,1,960.0808489,1,2.8735646395797834,4.421848128860553,0,1,59,60,4.043051267834549
0,0,1,2,1,913.1156613,1,3.3020125718310047,4.326903713987911,0,0,46,60,4.189654742026425
1,0,0,2,1,900.4237287999997,1,3.1160452617354384,4.289955177042313,0,2,42,60,2.8332133440562166
0,0,0,2,1,1054.078827,1,3.1698320825505477,4.3868903501108285,0,0,46,60,3.828641396489095
1,0,0,2,1,1027.059056,1,2.569423946922344,4.351222006713647,0,0,4,60,3.951243718581428
0,0,1,3,1,1575.013348,1,3.3645195659362668,4.3424694649254265,0,0,17,60,4.07753744390572
1,0,0,2,1,910.0364015,1,2.217249075442087,4.355041925360668,0,0,9,60,3.5553480614894135
0,0,1,2,1,550.3577325,1,2.956788721987888,4.2881801331696625,0,0,31,60,4.941642422609304
1,0,1,2,1,1157.1675300000004,1,3.3529085867861315,4.348943730573436,0,0,41,60,4.204692619390967
1,0,0,2,1,850.0303582,1,3.042692049298413,4.353820235647713,0,2,42,60,3.332204510175204
1,0,0,1,1,605.0955414,1,2.917590715882335,4.303276539133872,0,0,46,60,3.6375861597263857
0,1,1,3,1,1076.817558,1,3.2976740662069326,4.392610601371115,0,1,32,60,3.446807892914208
0,1,1,2,1,843.9836026,1,2.9426832282110844,4.288173680100944,0,0,38,60,4.941642422609304
1,0,0,2,1,1087.878788,1,2.552774466415784,4.382822980006751,0,0,9,60,3.5807372954942327
0,0,0,2,1,806.1224490000003,1,2.560121568573983,4.383759382598749,0,0,9,60,3.676300671907076
0,0,1,3,1,1600.15804,1,2.5646334229440977,4.35364508694623,0,0,4,109,4.394449154672439
0,0,1,3,1,1320.072333,1,2.919920419848972,4.30051390329475,0,0,46,60,4.290459441148391
1,0,0,2,1,1090.059694,1,3.355735123864461,4.349202132082888,0,0,17,60,3.7376696182833684
0,0,0,3,1,1151.851852,1,3.285570232910659,4.481038556840746,0,2,42,60,3.4372078191851885
0,1,0,2,1,999.6492459,1,3.125007289395136,4.32979305625256,0,1,23,60,3.349904087274605
1,0,1,3,1,1149.865849,1,3.1526296064452723,4.349263615658332,0,1,6,60,3.4011973816621555
1,0,0,2,1,1650.280899,1,3.10328619194433,4.292569760801883,0,1,56,60,3.8501476017100575
0,0,1,2,1,666.6666667000002,1,2.9480373394011448,4.289073494867019,0,0,34,60,5.075173815233828
1,1,1,3,1,1624.117328,1,3.347431348363562,4.350041921413191,0,0,41,60,4.49647076906475
1,0,0,2,1,830.1215535,1,2.2945186465158596,4.358238297478247,0,2,42,60,3.332204510175204
1,0,0,3,1,1100.0,1,2.3050121453183148,4.334742398525438,0,2,42,60,4.007333185232471
0,1,0,1,1,654.7539672,1,3.352808182095672,4.348210445734009,0,0,31,60,3.8938590348004753
0,0,1,3,1,1306.506402,1,2.956981725855608,4.28994865318418,0,0,38,60,5.0106352940962555
0,1,1,3,1,1484.162896,0,3.3457344943103227,4.343563444527584,0,1,19,60,4.4067192472642525
2,1,1,3,1,1360.0,0,3.242982900211434,4.444313286317947,0,2,42,60,4.11414718951828
0,0,0,3,1,900.090009,1,2.5500806720769322,4.351349362177613,0,0,4,60,4.0943445622221
1,0,0,2,1,1204.819277,1,2.5646334229440977,4.35364508694623,0,0,4,109,4.248495242049359
1,0,1,2,1,925.0243427,1,3.2931957888357846,4.3284676439547995,0,3,24,60,2.9444389791664403
0,0,0,3,1,1882.985878,1,2.562632059214069,4.351541138183826,0,0,4,60,4.941642422609304
